mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_importance_type,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,param_reg_lambda,param_tree_method,params,split0_test_F1,split1_test_F1,split2_test_F1,split3_test_F1,split4_test_F1,split5_test_F1,split6_test_F1,split7_test_F1,split8_test_F1,split9_test_F1,split10_test_F1,split11_test_F1,split12_test_F1,split13_test_F1,split14_test_F1,mean_test_F1,std_test_F1,rank_test_F1,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,split5_test_Accuracy,split6_test_Accuracy,split7_test_Accuracy,split8_test_Accuracy,split9_test_Accuracy,split10_test_Accuracy,split11_test_Accuracy,split12_test_Accuracy,split13_test_Accuracy,split14_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy
14.023929850260417,0.958103399402184,0.015009784698486328,0.0034952562335517938,0.01,cover,1.3359688162314612e-05,7,38,1,0.3,approx,"{'gamma': 0.01, 'importance_type': 'cover', 'learning_rate': 1.3359688162314612e-05, 'max_depth': 7, 'n_estimators': 38, 'reg_alpha': 1, 'reg_lambda': 0.3, 'tree_method': 'approx'}",0.8562134027325959,0.7880475129918338,0.8950892857142857,0.622792937399679,0.67096018735363,0.5444287729196051,0.6983532934131735,0.8726403823178017,0.8818831441782262,0.8784235136940548,0.6690091356289529,0.5419265419265419,0.8091120016874076,0.5684630738522954,0.5179750550256786,0.7210212160557175,0.13604045037952062,73,0.9379387812412244,0.8748355984217449,0.9345768374164811,0.7661026588937865,0.8876673995602639,0.8088191772713821,0.8465346534653465,0.9238788917452156,0.9247858672376874,0.9327420546932742,0.9051550543697141,0.8122159090909091,0.8783602150537635,0.7074424898511502,0.8711764705882353,0.8674821372600121,0.06584159604582333,61
11.485299030939737,0.3000005815162246,0.01548595428466797,0.0037200335160960246,0,weight,0.0989156048031699,8,34,1,0,exact,"{'gamma': 0, 'importance_type': 'weight', 'learning_rate': 0.0989156048031699, 'max_depth': 8, 'n_estimators': 34, 'reg_alpha': 1, 'reg_lambda': 0, 'tree_method': 'exact'}",0.8817345597897503,0.7828062866881274,0.9064171122994652,0.6468913146654011,0.6901860166773574,0.6206395348837209,0.7224105461393595,0.8678621991505426,0.8806410797132012,0.884522578421234,0.7076461769115442,0.584237165582068,0.8165680473372782,0.6045262754123513,0.5229067930489731,0.7413330457813583,0.12354905943026126,45,0.949452401010952,0.8742875931608943,0.9415367483296214,0.7884259917531636,0.9034579252448531,0.8455164249778041,0.8596725057121096,0.9200228506141103,0.9242505353319058,0.9381005173688101,0.9214659685863874,0.8366477272727273,0.8791666666666667,0.7209742895805142,0.8815686274509804,0.8789697848707666,0.06054876951005929,42
0.7557192325592041,0.2181802743808592,0.015586535135904947,0.002981983679365298,0,cover,0.0005629436463680593,4,97,1,1,gpu_hist,"{'gamma': 0, 'importance_type': 'cover', 'learning_rate': 0.0005629436463680593, 'max_depth': 4, 'n_estimators': 97, 'reg_alpha': 1, 'reg_lambda': 1, 'tree_method': 'gpu_hist'}",0.7896440129449837,0.6835811247575952,0.86575795125981,0.5875555555555555,0.7878787878787878,0.48626373626373626,0.6445497630331753,0.7701458173445893,0.6643145161290323,0.8431931575196009,0.7042925278219395,0.49966865473823724,0.7681246255242661,0.4216524216524216,0.6434068753206772,0.6773353018496272,0.12893686224661616,98,0.90873350182533,0.7854011398509426,0.909521158129176,0.7361012370254515,0.9384369378372976,0.7786327315773898,0.8286367098248286,0.8289060268494716,0.8217344753747323,0.9186991869918699,0.9250906161900926,0.7855113636363636,0.8439516129032258,0.6154262516914749,0.8637254901960785,0.8325672293269147,0.08325112787482478,99
16.737311204274494,0.49265821102442076,0.018979819615681966,0.005115497356625565,0,gain,0.032432006947524884,10,42,5,0.6,exact,"{'gamma': 0, 'importance_type': 'gain', 'learning_rate': 0.032432006947524884, 'max_depth': 10, 'n_estimators': 42, 'reg_alpha': 5, 'reg_lambda': 0.6, 'tree_method': 'exact'}",0.891661195009849,0.8244244244244244,0.9076137418755803,0.7105882352941177,0.7150259067357513,0.6605633802816901,0.7491082045184305,0.8554801163918526,0.883662326753465,0.8905923344947735,0.7274131274131274,0.5848787446504994,0.8172977446720464,0.6189926951172626,0.6364335126825519,0.7649157126876948,0.10614779080070781,18,0.953664700926706,0.9038798772468216,0.9445991091314031,0.8425991753163657,0.9120527683389966,0.8573542468185854,0.8794744859101294,0.914881462439303,0.9258565310492506,0.9419807834441981,0.9289166331051147,0.834659090909091,0.8813172043010753,0.7317997293640054,0.9072549019607843,0.8906860466841219,0.055205006401119985,23
0.35236282348632814,0.08426352410517216,0.01464988390604655,0.0026485195336097105,0,cover,2.1522468514916494e-05,5,38,0.75,0.6,gpu_hist,"{'gamma': 0, 'importance_type': 'cover', 'learning_rate': 2.1522468514916494e-05, 'max_depth': 5, 'n_estimators': 38, 'reg_alpha': 0.75, 'reg_lambda': 0.6, 'tree_method': 'gpu_hist'}",0.8275862068965518,0.7035918093319906,0.8882764468942124,0.6102773988176444,0.7716955941255006,0.531578947368421,0.6646318199160626,0.8423665701282582,0.825298540468819,0.8597748208802455,0.7015475313190862,0.5073825503355704,0.7899723647848401,0.4435946462715105,0.6693589096415953,0.7091289438120205,0.13333504240023678,81,0.9241786015164279,0.806444541867602,0.9266425389755011,0.7562917673823404,0.9316410153907655,0.789286771234093,0.8326351865955827,0.8911739502999143,0.8942719486081371,0.9240576496674058,0.918445428916633,0.7914772727272728,0.8569892473118279,0.6062246278755075,0.8715686274509804,0.8480886117213327,0.08557373057435459,88
0.8801260312398275,0.01290252694641764,0.010033845901489258,0.0021320718157031896,0.6,weight,1.306899145596503e-05,12,9,1,0,hist,"{'gamma': 0.6, 'importance_type': 'weight', 'learning_rate': 1.306899145596503e-05, 'max_depth': 12, 'n_estimators': 9, 'reg_alpha': 1, 'reg_lambda': 0, 'tree_method': 'hist'}",0.8976897689768977,0.8706080370292447,0.8976677772489292,0.7791304347826086,0.7210599721059973,0.6975778546712804,0.7692307692307692,0.836851254035262,0.9043693322341302,0.8955431754874651,0.7291835084882781,0.5788304959289415,0.7966244725738395,0.65600624024961,0.6278688524590164,0.7772161297001514,0.10330228857021527,2,0.9564729008705419,0.932595352915388,0.9401447661469933,0.8916536328735959,0.9200479712172697,0.8706717963894643,0.8914699162223915,0.9061696658097687,0.9379014989293362,0.9445676274944568,0.93254128070882,0.8383522727272728,0.8704301075268818,0.761299052774019,0.9109803921568628,0.9003532156508708,0.04886648790626506,2
17.23704589207967,0.5414403543732303,0.017968082427978517,0.004550860939277384,0.25,weight,0.107157653289945,5,73,5,0.3,approx,"{'gamma': 0.25, 'importance_type': 'weight', 'learning_rate': 0.107157653289945, 'max_depth': 5, 'n_estimators': 73, 'reg_alpha': 5, 'reg_lambda': 0.3, 'tree_method': 'approx'}",0.8002414001207001,0.7598082726788568,0.8189556015642973,0.5912059207662168,0.6176142697881828,0.46875,0.6899531868923298,0.8441646053519226,0.8462526766595289,0.8724358974358974,0.65,0.4429771908763505,0.807475884244373,0.427336999214454,0.6286876907426246,0.6843906397557157,0.1478223815553089,97,0.9070485818590284,0.8517097764138536,0.8904510022271714,0.7329731266884687,0.8628822706376175,0.7585084344480616,0.836062452399086,0.9010282776349614,0.9039079229122056,0.926459719142646,0.8956906967378172,0.7363636363636363,0.8712365591397849,0.6054127198917456,0.8568627450980392,0.8357731947729417,0.08600846807719074,97
26.729261604944863,0.6087292855035227,0.031160354614257812,0.00858403108156886,0.25,weight,0.10035803906609178,8,80,0.25,0,exact,"{'gamma': 0.25, 'importance_type': 'weight', 'learning_rate': 0.10035803906609178, 'max_depth': 8, 'n_estimators': 80, 'reg_alpha': 0.25, 'reg_lambda': 0, 'tree_method': 'exact'}",0.8840864440078585,0.7844390152227025,0.9080278839667191,0.6492271105826398,0.688817891373802,0.6108663729809105,0.7288519637462236,0.8712497047011576,0.8911138923654568,0.8856749311294766,0.7082706766917293,0.5867052023121386,0.8124106960604205,0.6042389210019267,0.5016129032258064,0.7410395739579312,0.12777686224700796,47,0.9502948609941028,0.8742875931608943,0.9430679287305123,0.7902744205886535,0.9026584049570258,0.8431488606096478,0.8632901751713633,0.9221650956869466,0.9301391862955032,0.9386548410938654,0.9218687072090214,0.8375,0.8764784946236559,0.7220568335588633,0.8788235294117647,0.8796472621394549,0.0607740598264902,41
2.169773976008097,0.6866941625611034,0.01909182866414388,0.0042169002413146054,0.25,weight,0.027625159446506255,9,99,1.25,0,gpu_hist,"{'gamma': 0.25, 'importance_type': 'weight', 'learning_rate': 0.027625159446506255, 'max_depth': 9, 'n_estimators': 99, 'reg_alpha': 1.25, 'reg_lambda': 0, 'tree_method': 'gpu_hist'}",0.8638814016172507,0.8079829490408835,0.9168141592920356,0.6719960029977518,0.8487084870848709,0.5868263473053892,0.6891472868217053,0.8925399644760214,0.8083560399636694,0.8909919383105502,0.7307990690457719,0.5720338983050848,0.7804565820354171,0.5354691075514875,0.5989085948158255,0.7463274552442475,0.12530880606281253,36,0.9432743611345128,0.89138535729943,0.9476614699331849,0.8133086876155268,0.9590245852488507,0.8162178159218704,0.8472962680883473,0.930876892316481,0.8870449678800857,0.9425351071692535,0.9301248489730165,0.8278409090909091,0.8616935483870968,0.6703653585926929,0.8847058823529412,0.87689040400028,0.07324951610735088,45
20.75809357961019,0.8256582140922383,0.025632445017496744,0.006773774803939691,0.25,gain,0.0020272222138910346,7,71,0.75,0,exact,"{'gamma': 0.25, 'importance_type': 'gain', 'learning_rate': 0.0020272222138910346, 'max_depth': 7, 'n_estimators': 71, 'reg_alpha': 0.75, 'reg_lambda': 0, 'tree_method': 'exact'}",0.8808757244043788,0.7457809694793536,0.9010647737355812,0.6309221169401432,0.7008760951188986,0.5706010137581463,0.7170236753100337,0.8754098360655739,0.8688245315161839,0.8950238582140423,0.7009063444108763,0.5693848354792561,0.8082440897150939,0.5914844649021864,0.5094890510948905,0.7310607586763094,0.1308246762416485,56,0.9480483010390339,0.8448049101271372,0.9379175946547884,0.7729276269017489,0.9044573256046372,0.8245042912104172,0.8566260472201066,0.9240217080834048,0.917558886509636,0.943089430894309,0.9202577527184858,0.8289772727272727,0.8724462365591398,0.7117726657645467,0.8682352941176471,0.8717096896088208,0.06528415322339083,51
