,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score
0,45.152379528681436,1.6865349082768397,0.04856939315795898,0.010289869125107615,entropy,,2,50,70,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 50, 'n_estimators': 70}",0.9057627118644067,0.9033095392602206,0.925800193986421,0.7818599311136625,0.7636909227306827,0.7005571030640668,0.7715654952076677,0.8214101904271743,0.9118261596322607,0.927710843373494,0.7834179357021996,0.6204268292682926,0.788805166846071,0.7028834099456749,0.6352739726027397,0.7962866936683358,0.09943471827692359,2
1,62.867332776387535,1.7852470139062728,0.0660120169321696,0.015590707535091121,entropy,,4,50,98,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 50, 'n_estimators': 98}",0.9166666666666666,0.90425761832721,0.9305121423419092,0.7832087406555491,0.7749627421758569,0.6932215234102027,0.7705246295554666,0.8173101839854885,0.903117101937658,0.9270021261516656,0.7845766974015088,0.6142208774583965,0.7941680960548886,0.7110923660902574,0.6570212765957447,0.7987908525872313,0.09827413213519282,1
2,34.33758627573649,0.9685568970502954,0.03969330787658691,0.008204976857109287,entropy,10,2,2,73,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 73}",0.8795411089866157,0.8293736501079915,0.9259174834739001,0.7108339828526892,0.7457180500658761,0.611637347767253,0.7282089003310042,0.8770857814336075,0.906301824212272,0.8970438328236493,0.7142857142857142,0.5820256776034237,0.8216649949849549,0.6134233220847394,0.6218365871294287,0.7643265505428746,0.11662744729721515,9
3,33.28469471931457,1.142044616452786,0.05263309478759766,0.011946090985120285,gini,16,2,500,92,"{'criterion': 'gini', 'max_depth': 16, 'min_samples_leaf': 2, 'min_samples_split': 500, 'n_estimators': 92}",0.8915343915343915,0.8635403464300804,0.9281138790035587,0.7484831770546054,0.7859649122807018,0.6046863189720333,0.7039239001189062,0.8451612903225807,0.8645330995177555,0.9132743362831858,0.7494108405341714,0.5990853658536585,0.7970952584365656,0.5916870415647921,0.5586206896551724,0.7630076565041439,0.12169891569921544,10
4,9.698932425181072,0.30319255199328893,0.020492410659790038,0.004052937781218534,gini,16,8,2,25,"{'criterion': 'gini', 'max_depth': 16, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 25}",0.9041278295605859,0.8893635198633062,0.9312395907684987,0.7658618753509264,0.7693399574166074,0.6760365425158116,0.7601417881055533,0.8365019011406845,0.9068791946308725,0.9190893169877409,0.7617477328936522,0.6079881656804733,0.7934621099554234,0.6872741870734644,0.6730615507593924,0.7921410175135328,0.09943832426684832,4
5,14.433880027135213,0.5377559602907959,0.019351704915364584,0.0036765611946113605,entropy,13,2,10,26,"{'criterion': 'entropy', 'max_depth': 13, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 26}",0.9115734720416125,0.8661286985309331,0.9307620817843866,0.7560840707964602,0.7498286497601098,0.6574009728978457,0.748564867967853,0.8464011872372001,0.9268492031058438,0.9184311003123915,0.7556245151280063,0.5971014492753624,0.8040117007939824,0.6624803767660911,0.6444972288202693,0.7850493050145565,0.1084770082399533,6
6,11.991563638051352,0.2921204882777167,0.025328620274861654,0.005261095163534947,gini,7,8,2,50,"{'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 50}",0.8686493184634448,0.751150442477876,0.9093715545755238,0.6476415094339623,0.707942464040025,0.5436105476673427,0.704644412191582,0.8626666666666666,0.8468858131487889,0.880237545364566,0.6701916721744877,0.5683912119064494,0.8191324554608831,0.5188027628549501,0.6221045665122437,0.7280948628625861,0.12705979226741512,17
7,21.582161569595335,0.5791117239294644,0.028866084416707356,0.005869192943578148,entropy,7,4,10,59,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 59}",0.8640296662546353,0.7718350441202952,0.8930112165660052,0.6290027447392498,0.7193528313627876,0.5168384879725085,0.7129931234165762,0.8572710951526031,0.8492440604751619,0.8881621975147155,0.667547918043622,0.5362420830401126,0.8199657077538579,0.48680582906656167,0.6699813548788067,0.7254855573571667,0.13409851363892356,19
8,19.932591931025186,0.8348184944966371,0.03347967465718587,0.007013617837213429,gini,16,8,500,56,"{'criterion': 'gini', 'max_depth': 16, 'min_samples_leaf': 8, 'min_samples_split': 500, 'n_estimators': 56}",0.8909451421017844,0.8571428571428572,0.9301012002824193,0.7437790538692918,0.7629009762900977,0.6167531504818384,0.6945871197155276,0.8511270745603171,0.8581375108790252,0.9116809116809117,0.7406832298136645,0.5967865340474368,0.7849669015588298,0.595106550907656,0.542832909245123,0.7585020748384521,0.12206088480094686,11
9,27.27146848042806,0.8539418739258615,0.04627634684244792,0.009696447419293203,gini,13,16,100,78,"{'criterion': 'gini', 'max_depth': 13, 'min_samples_leaf': 16, 'min_samples_split': 100, 'n_estimators': 78}",0.9033942558746737,0.8696011572638974,0.9295112781954887,0.7399188092016238,0.7531380753138076,0.6586059743954481,0.732748760960732,0.8560215844984056,0.8912579957356077,0.9165794066317625,0.7529411764705881,0.5972120322817316,0.8053747638043249,0.6437933693138012,0.639423076923077,0.779301447790998,0.10795407691526189,8
