,X,Y,Z,LUX,T
2020-03-05 14:27:42.500,0.3532554122986705,0.27697529402478493,-0.7600443336104183,229.0,35.4
2020-03-05 14:27:42.520,0.3251395750492027,0.25724208698397666,-0.6254601591259945,229.0,35.4
2020-03-05 14:27:42.540,0.3010402859782303,0.138842844739127,-0.5621264299568539,209.91666666666666,35.4
2020-03-05 14:27:42.560,0.4255532795115877,0.4782540058410293,-0.7204607528797055,209.91666666666666,35.4
2020-03-05 14:27:42.580,0.5621159175804313,0.5374536269634541,-0.6690020979297787,229.0,35.4
2020-03-05 14:27:42.600,0.3653050568341567,0.41905438471860446,-0.6927522463682064,209.91666666666666,35.4
2020-03-05 14:27:42.620,0.34522231594167974,0.5216670613308075,-0.7640026916834897,209.91666666666666,35.4
2020-03-05 14:27:42.640,0.17652729244487286,0.4664140816165443,-0.9935874599216246,209.91666666666666,35.4
2020-03-05 14:27:42.660,0.2528417078362855,0.7229457731470519,-1.0371293987254087,209.91666666666666,35.4
2020-03-05 14:27:42.680,0.5741655621159176,0.6479595863919805,-0.6808771721489926,190.83333333333331,35.4
2020-03-05 14:27:42.700,0.517933887616982,0.458520798800221,-0.7204607528797055,152.66666666666666,35.4
2020-03-05 14:27:42.720,0.34120576776318434,0.3914278948614729,-0.8471282112179868,133.58333333333331,35.4
2020-03-05 14:27:42.740,0.2407920633007993,0.33222827373904806,-0.8035862724142026,133.58333333333331,35.4
2020-03-05 14:27:42.760,0.27694099690725793,-0.09006235693424895,-0.6690020979297787,114.5,35.4
2020-03-05 14:27:42.780,-0.06848214644334659,-0.1374220538321888,-0.9025452242409848,114.5,35.4
2020-03-05 14:27:42.800,0.6103144957223762,-0.9109637698318731,-0.7600443336104183,133.58333333333331,35.4
2020-03-05 14:27:42.820,0.43358637586857857,0.9676375404530745,-0.8471282112179868,133.58333333333331,35.4
2020-03-05 14:27:42.840,0.003815720769570631,0.5177204199226458,-0.91837865653327,152.66666666666666,35.4
2020-03-05 14:27:42.860,0.27694099690725793,-0.1374220538321888,-1.112338202113763,152.66666666666666,35.4
2020-03-05 14:27:42.880,0.07209703980399244,0.6124398137185255,-0.8510865692910581,114.5,35.4
2020-03-05 14:27:42.900,0.5139173394384866,0.7308390559633752,-0.7125440367335629,95.41666666666666,35.4
2020-03-05 14:27:42.920,0.14037835883841426,0.48220064724919093,-0.7560859755373471,95.41666666666666,35.4
2020-03-05 14:27:42.940,0.007832268948066032,0.0954297892493488,-0.5977516526144955,76.33333333333333,35.4
2020-03-05 14:27:42.960,0.11226252158894647,0.23750887994316836,-0.5858765783952816,38.166666666666664,35.4
2020-03-05 14:27:42.980,-0.016267020122906373,0.05991001657589391,-0.5977516526144955,38.166666666666664,35.4
2020-03-05 14:27:43.000,-0.024300116479897178,0.7387323387796985,-0.7165023948066342,38.166666666666664,35.4
2020-03-05 14:27:43.020,0.023898461662047635,0.5927066066777172,-0.7085856786604916,38.166666666666664,35.4
2020-03-05 14:27:43.040,-0.20102823633369482,1.2202225905754203,-1.1835886474290465,38.166666666666664,35.4
2020-03-05 14:27:43.060,0.04799775073302004,0.4506275159838977,-0.3325416617187191,38.166666666666664,35.4
2020-03-05 14:27:43.080,-0.0965979836928144,0.49798721288183756,-0.8352531369987729,19.083333333333332,35.4
2020-03-05 14:27:43.100,-0.1287303691207776,0.4664140816165443,-1.080671337529193,19.083333333333332,35.4
2020-03-05 14:27:43.120,-0.08053179097883278,0.24540216275949167,-1.124213276332977,19.083333333333332,35.4
2020-03-05 14:27:43.140,-0.036349761015383376,0.4782540058410293,-0.9896291018485532,38.166666666666664,35.4
2020-03-05 14:27:43.160,-0.092581435514319,1.4333412266161496,-1.1202549182599058,38.166666666666664,35.4
2020-03-05 14:27:43.180,-0.33357432622404304,0.41116110190228117,-1.5081740094208922,19.083333333333332,35.4
2020-03-05 14:27:43.200,-0.016267020122906373,0.3282816323308864,-1.1202549182599058,19.083333333333332,35.4
2020-03-05 14:27:43.220,-0.092581435514319,0.14673612755545032,-1.2033804377944028,0.0,35.4
2020-03-05 14:27:43.240,-0.1407800136562638,0.15857605177993528,-1.084629695602264,0.0,35.4
2020-03-05 14:27:43.260,-0.008233923765915573,0.5335069855552924,-1.1558801409175474,0.0,35.4
2020-03-05 14:27:43.280,0.06004739526850625,0.2848685768411082,-1.0648379052369077,0.0,35.4
2020-03-05 14:27:43.300,0.003815720769570631,0.5058804956981608,-0.9381704468986265,0.0,35.4
2020-03-05 14:27:43.320,-0.06044905008635579,0.458520798800221,-0.9025452242409848,0.0,35.4
2020-03-05 14:27:43.340,-0.32955777804554764,0.4151077433104428,-0.9975458179946958,19.083333333333332,35.4
2020-03-05 14:27:43.360,-0.4380045788649235,0.2611887283921383,-1.052962831017694,19.083333333333332,35.4
2020-03-05 14:27:43.380,-0.273326103546612,0.2611887283921383,-1.1400467086252621,19.083333333333332,35.4
2020-03-05 14:27:43.400,-0.1608627545487408,0.4072144604941195,-1.1162965601868344,76.33333333333333,35.4
2020-03-05 14:27:43.420,-0.1568462063702454,0.4940405714736759,-0.9658789534101255,133.58333333333331,35.4
2020-03-05 14:27:43.440,-0.22111097722617182,0.5808666824532323,-0.9381704468986265,171.75,35.4
2020-03-05 14:27:43.460,-0.26127645901112584,0.5335069855552924,-0.9698373114831967,190.83333333333331,35.4
2020-03-05 14:27:43.480,-0.20906133269068564,0.4506275159838977,-0.9342120888255552,190.83333333333331,35.4
2020-03-05 14:27:43.500,-0.20504478451219021,0.45457415739205936,-0.9342120888255552,190.83333333333331,35.4
2020-03-05 14:27:43.520,-0.27734265172510747,0.36774804641250297,-0.9777540276293394,190.83333333333331,35.4
2020-03-05 14:27:43.540,-0.18496204361971322,0.5414002683716157,-0.8590032854372006,190.83333333333331,35.4
2020-03-05 14:27:43.560,0.011848817126561433,0.30854842529007814,-0.8194197047064877,190.83333333333331,35.4
2020-03-05 14:27:43.580,-0.06446559826485118,0.3124950666982398,-0.890670150021771,209.91666666666666,35.4
2020-03-05 14:27:43.600,-0.032333212836887976,0.4269476675349278,-0.8075446304872739,209.91666666666666,35.4
2020-03-05 14:27:43.620,-0.27734265172510747,0.6242797379430105,-1.0094208922139096,209.91666666666666,35.4
2020-03-05 14:27:43.640,-0.3094750371530707,0.24145552135133003,-1.1954637216482602,229.0,35.4
2020-03-05 14:27:43.660,-0.3416074225810339,0.24540216275949167,-1.1162965601868344,229.0,35.4
2020-03-05 14:27:43.680,-0.24119371811864884,-0.24003473044439183,-0.823378062779559,229.0,35.4
2020-03-05 14:27:43.700,-0.16487930272723622,0.016496961086115716,-1.1400467086252621,209.91666666666666,35.4
2020-03-05 14:27:43.720,-0.024300116479897178,0.19014918304522851,-0.8985868661679135,229.0,35.4
2020-03-05 14:27:43.740,-0.07249869462184198,0.05991001657589391,-1.0450461148715513,229.0,35.4
2020-03-05 14:27:43.760,-0.0965979836928144,-0.17688846791380536,-1.025254324506195,209.91666666666666,35.4
2020-03-05 14:27:43.780,0.019881913483552234,-0.09400899834241061,-0.9658789534101255,209.91666666666666,35.4
2020-03-05 14:27:43.800,-0.02831666465839258,-0.007182887362854211,-0.8273364208526304,190.83333333333331,35.4
2020-03-05 14:27:43.820,0.007832268948066032,0.044123450943247294,-0.823378062779559,190.83333333333331,35.4
2020-03-05 14:27:43.840,0.015865365305056833,-0.026916094403662483,-0.91837865653327,171.75,35.4
2020-03-05 14:27:43.860,-0.02831666465839258,-0.3387007656484332,-0.9698373114831967,133.58333333333331,35.4
2020-03-05 14:27:43.880,-0.3054584889745752,-0.6465387954850422,-1.0094208922139096,114.5,35.4
2020-03-05 14:27:43.900,-0.1447965618347592,-0.2913410687504933,-0.9896291018485532,76.33333333333333,35.4
2020-03-05 14:27:43.920,0.07611358798248785,-0.019022811587339174,-1.025254324506195,19.083333333333332,35.4
2020-03-05 14:27:43.940,0.08013013616098325,-0.09006235693424895,-1.052962831017694,19.083333333333332,35.4
2020-03-05 14:27:43.960,0.03594810619753384,-0.2242481648117452,-0.9856707437754819,19.083333333333332,35.4
2020-03-05 14:27:43.980,0.3291561232276981,-0.058489225668955716,0.4987135336262518,0.0,35.4
2020-03-05 14:27:44.000,-0.05643250190786039,-0.4649932907096061,-0.8392114950718442,0.0,35.4
2020-03-05 14:27:44.020,0.06808049162549705,-0.28739442734233167,-1.1875470055021178,0.0,35.4
2020-03-05 14:27:44.040,0.11226252158894647,-0.15715526087299708,-1.151921782844476,19.083333333333332,35.4
2020-03-05 14:27:44.060,-0.24119371811864884,-0.10979556397505723,-1.096504769821478,19.083333333333332,35.4
2020-03-05 14:27:44.080,0.08013013616098325,0.004657036861630752,-1.1717135732098325,0.0,35.4
2020-03-05 14:27:44.100,-0.16487930272723622,-0.48077985634225273,-1.3062977476942563,0.0,35.4
2020-03-05 14:27:44.120,-0.092581435514319,-0.011129528771015865,-0.9262953726794125,0.0,35.4
2020-03-05 14:27:44.140,-0.273326103546612,-0.0861157155260873,-0.9302537307524839,0.0,35.4
2020-03-05 14:27:44.160,-0.1287303691207776,-0.15715526087299708,-1.0212959664331236,0.0,35.4
2020-03-05 14:27:44.180,-0.012250471944410974,-0.18872839213829032,-0.9817123857024106,0.0,35.4
2020-03-05 14:27:44.200,0.019881913483552234,-0.08216907411792565,-0.9658789534101255,0.0,35.4
2020-03-05 14:27:44.220,0.019881913483552234,-0.03875601862814745,-0.9500455211178404,0.0,35.4
2020-03-05 14:27:44.240,0.08013013616098325,-0.003236245954692557,-0.8946285080948423,19.083333333333332,35.4
2020-03-05 14:27:44.260,0.011848817126561433,-0.05059594285263241,-0.8550449273641294,19.083333333333332,35.4
2020-03-05 14:27:44.280,-0.04036630919387878,-0.05059594285263241,-0.8431698531449154,19.083333333333332,35.4
2020-03-05 14:27:44.300,-0.020283568301401777,-0.29923435156681666,-0.4908759846415707,19.083333333333332,35.4
2020-03-05 14:27:44.320,0.2488251596577901,-0.20451495777093692,-1.1717135732098325,19.083333333333332,35.4
2020-03-05 14:27:44.340,0.2327589669438085,0.3361749151472097,-1.068796263309979,19.083333333333332,35.4
2020-03-05 14:27:44.360,0.2407920633007993,-0.011129528771015865,-0.9935874599216246,19.083333333333332,35.4
2020-03-05 14:27:44.380,0.17652729244487286,-0.12163548819954219,-0.8550449273641294,19.083333333333332,35.4
2020-03-05 14:27:44.400,0.06406394344700164,-0.15320861946483544,-0.9658789534101255,19.083333333333332,35.4
2020-03-05 14:27:44.420,0.03594810619753384,-0.1295287710158655,-1.0885880536753354,19.083333333333332,35.4
2020-03-05 14:27:44.440,0.06808049162549705,0.12700292051464204,-1.1440050666983335,19.083333333333332,35.4
2020-03-05 14:27:44.460,0.03996465437602924,0.12700292051464204,-1.1004631278945494,19.083333333333332,35.4
2020-03-05 14:27:44.480,-0.06044905008635579,0.008603678269792407,-1.1281716344060484,38.166666666666664,35.4
2020-03-05 14:27:44.500,-0.032333212836887976,0.024390243902439025,-0.9144202984601987,57.25,35.4
2020-03-05 14:27:44.520,0.019881913483552234,-0.01507617017917752,-0.9144202984601987,76.33333333333333,35.4
2020-03-05 14:27:44.540,-0.02831666465839258,0.05596337516773226,-0.9579622372639829,95.41666666666666,35.4
2020-03-05 14:27:44.560,-0.048399405550869586,-0.0427026600363091,-0.9817123857024106,95.41666666666666,35.4
2020-03-05 14:27:44.580,-0.20504478451219021,-0.18872839213829032,-1.0885880536753354,114.5,35.4
2020-03-05 14:27:44.600,0.10824597341045106,-0.3031809929749783,-1.108379844040692,114.5,35.4
2020-03-05 14:27:44.620,-0.08454833915732819,-0.16899518509748204,-1.068796263309979,114.5,35.4
2020-03-05 14:27:44.640,-0.012250471944410974,0.016496961086115716,-1.0727546213830503,114.5,35.4
2020-03-05 14:27:44.660,-0.20102823633369482,-0.21240824058726024,-0.8550449273641294,95.41666666666666,35.4
2020-03-05 14:27:44.680,0.10422942523195566,-0.29528771015865496,-0.9777540276293394,95.41666666666666,35.4
2020-03-05 14:27:44.700,-0.05643250190786039,-0.25582129607703846,-0.9540038791909116,95.41666666666666,35.4
2020-03-05 14:27:44.720,-0.08454833915732819,-0.28344778593417,-1.068796263309979,95.41666666666666,35.4
2020-03-05 14:27:44.740,-0.00020082740892477004,-0.26371457889336175,-0.946087163044769,95.41666666666666,35.4
2020-03-05 14:27:44.760,-0.19701168815519943,-0.007182887362854211,-0.6056683687606381,95.41666666666666,35.4
2020-03-05 14:27:44.780,0.2287424187653131,-0.3465940484647565,-0.7442109013181333,95.41666666666666,35.4
2020-03-05 14:27:44.800,-0.1889785917982086,-0.10190228115873391,-1.0490044729446226,95.41666666666666,35.4
2020-03-05 14:27:44.820,-0.22512752540466724,-0.05059594285263241,-1.052962831017694,114.5,35.4
2020-03-05 14:27:44.840,-0.1889785917982086,-0.2084615991790986,-0.9500455211178404,114.5,35.4
2020-03-05 14:27:44.860,-0.18496204361971322,-0.23214144762806851,-0.8946285080948423,114.5,35.4
2020-03-05 14:27:44.880,-0.19299513997670403,-0.07822243270976399,-0.8510865692910581,95.41666666666666,35.4
2020-03-05 14:27:44.900,-0.23717716994015342,0.012550319677954062,-0.8392114950718442,114.5,35.4
