Partition Line;********************
Full Name;ACH, Test 
Gender;Male
Age;
Birthdate;
Subject Number;
Medical Record;
Test Time;3/5/2020 2:28:26 PM
Reference;
Memo;

Time (sec.);X (sensor number);Y (sensor number);Level
41.9667;363;29;4
41.9667;360;30;2
41.9667;364;30;3
41.9667;365;30;1
41.9667;363;30;3
41.9667;359;25;1
41.9667;359;26;2
41.9667;359;28;1
41.9667;359;29;0
41.9667;312;18;1
41.9667;312;19;1
41.9667;312;20;1
41.9667;315;20;3
41.9667;312;21;1
41.9667;312;22;1
41.9667;316;22;2
41.9667;315;22;4
41.9667;312;23;0
41.9667;313;23;1
41.9667;314;23;3
41.9667;315;23;3
41.9667;311;18;0
41.9667;310;18;1
41.9667;311;19;1
41.9667;311;20;1
41.9667;309;20;0
41.9667;311;21;1
41.9667;311;22;1
41.9750;360;24;0
41.9750;365;27;4
41.9750;366;27;2
41.9750;365;28;2
41.9750;366;28;2
41.9750;365;29;4
41.9750;366;29;2
41.9750;364;30;4
41.9750;365;30;2
41.9750;359;25;0
41.9750;359;26;1
41.9750;312;18;0
41.9750;313;18;1
41.9750;313;19;1
41.9750;315;19;2
41.9750;312;20;0
41.9750;316;20;1
41.9750;313;20;1
41.9750;314;20;2
41.9750;312;21;0
41.9750;316;21;2
41.9750;313;21;1
41.9750;314;21;2
41.9750;312;22;0
41.9750;316;22;3
41.9750;313;22;0
41.9750;314;22;2
41.9750;315;22;3
41.9750;313;23;0
41.9750;314;23;0
41.9750;315;23;2
41.9750;310;18;0
41.9750;309;19;0
41.9833;360;25;3
41.9833;365;25;1
41.9833;365;26;4
41.9833;366;26;1
41.9833;366;27;3
41.9833;366;28;3
41.9833;360;29;2
41.9833;361;29;3
41.9833;366;29;3
41.9833;360;30;1
41.9833;365;30;3
41.9833;366;30;2
41.9833;362;31;1
41.9833;359;26;0
41.9833;359;27;2
41.9833;359;28;0
41.9833;313;18;0
41.9833;313;19;0
41.9833;314;19;0
41.9833;316;20;3
41.9833;314;20;1
41.9833;315;20;2
41.9833;317;21;1
41.9833;314;21;0
41.9833;315;21;1
41.9833;314;22;1
41.9833;315;22;1
41.9833;315;23;0
41.9833;311;19;0
41.9833;311;20;0
41.9917;364;25;4
41.9917;360;26;3
41.9917;366;26;2
41.9917;363;26;5
41.9917;364;28;4
41.9917;361;29;4
41.9917;361;30;2
41.9917;366;30;3
41.9917;363;31;1
41.9917;359;27;1
41.9917;315;19;0
41.9917;316;20;2
41.9917;317;20;3
41.9917;314;20;0
41.9917;315;20;0
41.9917;312;21;1
41.9917;316;21;1
41.9917;317;21;3
41.9917;315;21;0
41.9917;316;22;1
41.9917;317;22;1
41.9917;315;22;0
41.9917;311;21;0
41.9917;311;22;0
41.9917;311;23;0
42.0000;372;27;1
42.0000;372;28;1
42.0000;373;28;1
42.0000;371;28;1
42.0000;372;30;2
42.0000;362;25;4
42.0000;362;26;4
42.0000;366;26;3
42.0000;360;27;3
42.0000;365;28;3
42.0000;361;29;3
42.0000;366;29;4
42.0000;367;29;2
42.0000;360;30;0
42.0000;361;30;3
42.0000;366;30;4
42.0000;312;19;0
42.0000;316;20;0
42.0000;313;20;0
42.0000;312;21;0
42.0000;316;21;0
42.0000;313;21;0
42.0000;316;22;0
42.0000;317;22;0
42.0000;314;22;0
42.0000;310;21;0
42.0083;372;28;2
42.0083;373;28;2
42.0083;374;28;1
42.0083;370;30;1
42.0083;371;30;1
42.0083;362;26;5
42.0083;363;26;4
42.0083;362;27;4
42.0083;366;27;4
42.0083;360;28;2
42.0083;365;28;2
42.0083;367;28;2
42.0083;361;30;2
42.0083;317;20;1
42.0083;317;21;1
42.0083;318;21;1
42.0167;373;26;1
42.0167;375;27;1
42.0167;372;29;1
42.0167;373;30;1
42.0167;362;26;4
42.0167;364;27;5
42.0167;361;28;3
42.0167;367;29;3
42.0167;359;27;0
42.0167;317;20;0
42.0167;318;20;1
42.0167;317;21;0
42.0250;375;26;1
42.0250;372;27;2
42.0250;373;30;2
42.0250;360;25;2
42.0250;365;25;2
42.0250;364;27;4
42.0250;362;27;5
42.0250;365;28;3
42.0250;360;29;1
42.0250;362;30;3
42.0250;367;30;1
42.0333;372;26;1
42.0333;373;27;1
42.0333;375;27;2
42.0333;374;28;2
42.0333;375;28;1
42.0333;371;30;2
42.0333;362;25;5
42.0333;362;27;4
42.0333;362;28;4
42.0333;362;30;4
42.0333;362;31;0
42.0333;318;20;0
42.0333;318;21;0
42.0417;376;26;1
42.0417;376;27;1
42.0417;373;26;2
42.0417;374;26;1
42.0417;374;27;1
42.0417;370;30;2
42.0417;365;25;1
42.0417;362;25;4
42.0417;362;27;5
42.0417;362;28;5
42.0417;366;28;4
42.0417;363;31;0
42.0500;371;27;1
42.0500;370;30;1
42.0500;362;27;4
42.0500;365;28;2
42.0500;362;28;4
42.0500;363;28;4
42.0500;363;29;3
42.0500;362;30;3
42.0500;363;30;2
42.0583;373;25;1
42.0583;372;26;2
42.0583;375;26;2
42.0583;370;30;2
42.0583;361;24;0
42.0583;365;25;2
42.0667;376;26;2
42.0667;376;27;2
42.0667;375;25;1
42.0667;371;29;1
42.0667;374;30;1
42.0667;361;24;1
42.0667;365;25;1
42.0667;365;28;3
42.0667;366;28;3
42.0667;360;29;0
42.0667;362;29;4
42.0667;361;30;1
42.0750;371;27;2
42.0750;374;29;1
42.0750;370;30;1
42.0750;361;24;0
42.0750;362;24;0
42.0750;361;27;3
42.0750;360;28;1
42.0750;364;28;3
42.0833;373;25;2
42.0833;374;25;1
42.0833;375;25;2
42.0833;371;28;2
42.0833;360;25;1
42.0833;365;28;2
42.0833;366;30;3
42.0833;367;30;0
42.0917;376;26;3
42.0917;375;28;2
42.0917;372;30;3
42.0917;361;25;3
42.0917;360;26;2
42.0917;361;26;3
42.0917;360;27;2
42.0917;361;29;2
42.0917;364;30;3
42.1000;376;28;1
42.1000;371;29;0
42.1000;360;25;0
42.1000;361;28;2
42.1083;377;26;1
42.1083;370;30;2
42.1083;371;31;1
42.1083;364;25;3
42.1083;365;26;3
42.1083;366;27;3
42.1083;360;28;0
42.1083;362;28;3
42.1083;361;30;0
42.1167;377;27;1
42.1167;372;28;3
42.1167;371;29;1
42.1167;374;30;2
42.1167;364;26;3
42.1167;363;29;2
42.1167;367;29;2
42.1250;372;31;1
42.1250;373;31;1
42.1250;363;25;3
42.1250;360;26;1
42.1250;362;30;2
42.1333;360;27;1
42.1333;363;28;3
42.1333;362;29;3
42.1333;366;29;3
42.1417;361;25;2
42.1417;360;26;0
42.1417;366;26;2
42.1417;361;27;2
42.1417;362;27;3
42.1417;363;30;1
42.1500;373;27;2
42.1500;373;29;1
42.1500;375;29;1
42.1500;373;30;3
42.1500;362;25;3
42.1583;372;27;3
42.1583;365;25;0
42.1583;360;27;0
42.1583;365;27;3
42.1583;361;29;1
42.1667;361;26;2
42.1667;363;26;3
42.1667;361;28;1
42.1667;365;30;2
42.1750;376;25;1
42.1750;374;26;2
42.1750;370;29;1
42.1750;364;28;2
42.1750;364;29;3
42.1833;375;30;1
42.1833;373;31;2
42.1833;362;30;1
42.1917;376;28;2
42.1917;374;27;2
42.1917;364;25;2
42.1917;361;29;0
42.1917;364;30;2
42.2000;376;27;3
42.2000;376;29;1
42.2000;374;29;2
42.2000;375;29;2
42.2000;371;31;2
42.2000;361;25;1
42.2000;364;27;3
42.2000;362;28;2
42.2000;363;28;2
42.2083;375;27;3
42.2083;374;28;3
42.2083;374;30;3
42.2083;375;30;2
42.2083;372;31;2
42.2083;361;27;1
42.2083;367;30;1
42.2167;370;31;1
42.2167;362;26;3
42.2167;361;27;2
42.2167;362;27;2
42.2167;363;27;3
42.2167;364;30;3
42.2250;375;28;3
42.2250;361;25;0
42.2250;361;27;1
42.2250;361;28;0
42.2250;362;29;2
42.2250;364;30;2
42.2250;362;30;0
42.2333;373;31;3
42.2333;362;25;2
42.2333;361;26;1
42.2417;376;29;2
42.2417;373;26;3
42.2417;373;28;3
42.2417;373;29;2
42.2417;374;31;1
42.2417;371;31;3
42.2417;367;29;3
42.2500;377;28;1
42.2500;371;30;3
42.2500;372;31;3
42.2500;366;26;1
42.2500;363;28;1
42.2583;377;29;1
42.2583;375;30;3
42.2583;366;26;2
42.2583;363;29;1
42.2667;377;26;2
42.2667;369;30;1
42.2667;361;27;0
42.2667;365;28;1
42.2667;365;29;3
42.2667;363;30;0
42.2750;376;30;1
42.2750;370;30;3
42.2750;370;31;2
42.2750;364;25;1
42.2750;361;26;0
42.2750;366;26;1
42.2750;367;29;2
42.2833;377;29;2
42.2833;375;26;3
42.2833;375;29;3
42.2833;375;31;1
42.2833;364;26;2
42.2833;362;28;1
42.2833;362;29;1
42.2833;367;29;3
42.2917;378;27;1
42.2917;376;28;3
42.2917;374;31;2
42.2917;362;25;1
42.2917;363;25;2
42.3000;377;27;2
42.3000;374;25;2
42.3000;375;25;3
42.3000;372;29;2
42.3000;370;29;2
42.3000;374;29;3
42.3000;371;29;2
42.3000;374;30;4
42.3000;362;26;2
42.3000;366;26;2
42.3000;362;29;0
42.3083;376;25;2
42.3083;376;29;3
42.3083;374;26;3
42.3083;372;29;1
42.3083;373;29;3
42.3083;362;25;0
42.3083;366;26;1
42.3083;362;27;1
42.3083;362;28;0
42.3167;377;26;3
42.3167;378;26;1
42.3167;378;27;2
42.3167;377;28;2
42.3167;372;30;4
42.3167;369;30;2
42.3167;375;31;2
42.3167;373;32;1
42.3167;364;28;1
42.3167;363;28;0
42.3167;364;30;1
42.3250;376;30;2
42.3250;372;29;2
42.3250;372;32;1
42.3250;364;25;0
42.3250;363;25;1
42.3250;363;26;2
42.3250;364;27;2
42.3250;363;27;2
42.3250;367;29;2
42.3333;376;26;4
42.3333;377;29;3
42.3333;372;26;3
42.3333;374;27;3
42.3333;372;28;4
42.3333;370;31;3
42.3333;365;26;2
42.3333;362;26;1
42.3333;365;27;2
42.3333;362;27;0
42.3333;364;29;2
42.3333;366;30;2
42.3417;378;27;3
42.3417;377;30;1
42.3417;372;26;2
42.3417;373;27;3
42.3417;363;25;0
42.3417;364;28;0
42.3417;366;28;2
42.3417;363;29;0
42.3417;364;30;0
42.3417;365;30;1
42.3500;377;25;1
42.3500;378;26;2
42.3500;378;28;1
42.3500;372;26;3
42.3500;374;28;4
42.3500;373;31;4
42.3500;371;32;1
42.3500;362;26;0
42.3500;366;27;2
42.3500;363;27;1
42.3583;377;30;2
42.3583;374;29;4
42.3583;371;32;0
42.3583;364;26;1
42.3583;365;26;1
42.3583;363;26;1
42.3583;367;28;1
42.3583;365;29;2
42.3667;376;31;1
42.3667;375;27;4
42.3667;375;28;4
42.3667;375;29;4
42.3667;373;30;4
42.3667;372;31;4
42.3667;372;32;2
42.3667;371;32;1
42.3667;366;26;0
42.3667;363;26;0
42.3667;364;27;1
42.3667;363;27;0
42.3667;364;29;1
42.3667;366;29;2
42.3750;376;25;3
42.3750;377;25;2
42.3750;378;29;1
42.3750;373;28;4
42.3750;375;29;3
42.3750;374;31;3
42.3750;375;31;3
42.3750;364;26;0
42.3750;365;27;1
42.3833;376;27;4
42.3833;373;29;4
42.3833;375;29;4
42.3833;373;32;2
42.3833;365;26;0
42.3833;364;27;0
42.3833;366;27;1
42.3833;365;28;0
42.3833;366;28;1
42.3833;364;29;0
42.3833;365;29;1
42.3833;365;30;0
42.3833;366;30;1
42.3833;367;30;0
42.3917;369;30;1
42.3917;365;27;0
42.3917;367;28;0
42.3917;367;29;1
42.4000;377;26;4
42.4000;378;26;3
42.4000;379;27;1
42.4000;377;28;3
42.4000;378;28;2
42.4000;376;30;3
42.4000;372;26;2
42.4000;375;30;4
42.4000;366;27;0
42.4000;366;28;0
42.4000;365;29;0
42.4000;366;29;1
42.4083;379;27;2
42.4083;376;28;4
42.4083;377;30;3
42.4083;374;32;1
42.4083;366;29;0
42.4083;367;29;0
42.4083;366;30;0
42.4167;378;27;4
42.4167;378;29;2
42.4167;376;31;2
42.4167;374;25;3
42.4167;375;25;4
42.4167;375;26;4
42.4167;371;27;1
42.4167;370;29;1
42.4167;369;30;0
42.4167;370;30;2
42.4167;370;31;2
42.4250;377;25;3
42.4250;379;26;1
42.4250;377;27;3
42.4250;371;27;0
42.4250;370;29;0
42.4333;379;26;2
42.4333;379;28;1
42.4333;377;29;4
42.4333;374;25;2
42.4333;372;26;1
42.4333;374;26;4
42.4333;371;28;1
42.4417;378;25;1
42.4417;379;27;3
42.4417;378;28;3
42.4417;374;25;3
42.4417;372;26;0
42.4417;370;30;1
42.4417;370;31;1
42.4417;371;32;0
42.4500;379;26;3
42.4500;379;28;2
42.4500;373;25;1
42.4500;371;29;1
42.4500;370;30;0
42.4500;371;30;2
42.4500;370;31;0
42.4583;421;22;3
42.4583;422;22;2
42.4583;421;23;2
42.4583;372;27;2
42.4583;372;28;3
42.4583;371;28;0
42.4583;372;31;3
42.4583;371;31;2
42.4667;422;21;1
42.4667;423;21;1
42.4667;421;22;5
42.4667;422;22;4
42.4667;421;23;4
42.4667;422;23;3
42.4667;378;30;1
42.4667;373;25;0
42.4667;374;25;2
42.4667;374;26;3
42.4667;372;27;1
42.4667;371;29;0
42.4667;371;30;1
42.4750;421;24;4
42.4750;422;24;4
42.4750;423;21;3
42.4750;421;22;4
42.4750;423;22;3
42.4750;421;23;5
42.4750;422;23;4
42.4750;423;23;3
42.4750;378;26;4
42.4750;376;29;4
42.4750;372;27;0
42.4750;372;28;2
42.4750;373;28;3
42.4750;372;29;1
42.4750;372;30;3
42.4750;371;30;0
42.4750;371;31;1
42.4750;372;32;1
42.4833;424;22;3
42.4833;424;23;3
42.4833;423;24;4
42.4833;421;25;1
42.4833;422;25;4
42.4833;423;25;3
42.4833;423;26;1
42.4833;422;21;0
42.4833;423;21;2
42.4833;421;22;3
42.4833;423;22;4
42.4833;421;23;3
42.4833;423;23;4
42.4833;376;29;3
42.4833;372;31;2
42.4833;371;31;0
42.4917;424;24;4
42.4917;424;25;4
42.4917;424;26;3
42.4917;424;21;2
42.4917;425;22;2
42.4917;425;23;3
42.4917;421;24;1
42.4917;421;25;0
42.4917;423;25;4
42.4917;422;26;1
42.4917;423;26;4
42.4917;423;21;1
42.4917;421;22;0
42.4917;422;22;3
42.4917;423;22;3
42.4917;421;23;1
42.4917;378;26;3
42.4917;376;29;4
42.4917;373;26;2
42.4917;373;27;2
42.4917;372;28;0
42.4917;373;29;3
42.4917;372;31;1
42.4917;373;31;3
42.4917;372;32;0
42.5000;425;24;3
42.5000;425;25;4
42.5000;424;26;4
42.5000;425;26;3
42.5000;424;27;1
42.5000;425;21;2
42.5000;424;22;4
42.5000;425;22;3
42.5000;426;22;2
42.5000;424;23;4
42.5000;425;23;4
42.5000;426;23;3
42.5000;421;24;0
42.5000;422;25;3
42.5000;422;26;0
42.5000;423;21;0
42.5000;422;22;1
42.5000;421;23;0
42.5000;422;23;3
42.5000;379;28;3
42.5000;376;31;3
42.5000;374;25;1
42.5000;372;29;0
42.5000;372;30;2
42.5000;373;30;3
42.5000;372;31;0
42.5000;373;32;1
42.5083;426;24;2
42.5083;426;25;2
42.5083;424;26;5
42.5083;425;26;4
42.5083;426;26;2
42.5083;424;27;2
42.5083;425;27;3
42.5083;426;21;1
42.5083;426;22;3
42.5083;427;22;2
42.5083;426;23;4
42.5083;427;23;2
42.5083;422;24;3
42.5083;423;24;5
42.5083;422;25;2
42.5083;423;27;1
42.5083;422;22;0
42.5083;422;23;2
42.5083;379;28;2
42.5083;375;25;3
42.5083;373;26;1
42.5083;373;27;1
42.5083;373;28;2
42.5083;372;30;1
42.5083;374;31;2
42.5167;425;24;4
42.5167;426;24;3
42.5167;427;24;2
42.5167;427;25;2
42.5167;426;27;1
42.5167;425;21;3
42.5167;426;21;2
42.5167;427;21;1
42.5167;425;22;4
42.5167;426;22;4
42.5167;427;22;3
42.5167;427;23;3
42.5167;422;24;2
42.5167;423;24;4
42.5167;422;25;1
42.5167;423;27;0
42.5167;423;22;2
42.5167;422;23;1
42.5167;376;29;3
42.5167;374;25;0
42.5167;373;26;0
42.5167;375;26;3
42.5167;373;27;0
42.5167;373;29;1
42.5167;372;30;0
42.5167;375;30;3
42.5167;373;31;2
42.5167;373;32;0
42.5250;426;24;4
42.5250;426;25;3
42.5250;427;25;3
42.5250;426;26;3
42.5250;427;26;2
42.5250;426;27;2
42.5250;424;21;1
42.5250;428;21;1
42.5250;426;21;3
42.5250;427;21;3
42.5250;428;22;2
42.5250;424;23;3
42.5250;428;23;2
42.5250;422;24;1
42.5250;422;23;0
42.5250;423;23;3
42.5250;376;25;2
42.5250;377;25;2
42.5250;379;28;3
42.5250;377;31;1
42.5250;375;25;2
42.5250;374;26;2
42.5250;374;27;2
42.5250;375;27;3
42.5250;373;28;1
42.5250;374;28;3
42.5250;373;29;0
42.5250;374;29;3
42.5250;375;29;3
42.5250;373;30;1
42.5250;373;31;1
42.5250;374;32;0
42.5333;428;24;2
42.5333;427;24;3
42.5333;428;25;1
42.5333;424;26;4
42.5333;427;26;3
42.5333;428;21;3
42.5333;424;22;3
42.5333;428;22;3
42.5333;427;22;4
42.5333;428;23;3
42.5333;422;24;0
42.5333;422;25;0
42.5333;423;25;3
42.5333;423;26;3
42.5333;423;22;1
42.5333;376;25;1
42.5333;376;28;3
42.5333;379;29;1
42.5333;378;30;2
42.5333;376;31;2
42.5333;375;25;1
42.5333;374;26;0
42.5333;374;27;1
42.5333;374;28;2
42.5333;375;28;3
42.5333;374;29;1
42.5333;374;30;2
42.5333;373;31;0
42.5333;374;31;1
42.5333;375;31;2
42.5417;428;24;3
42.5417;428;25;2
42.5417;424;27;1
42.5417;429;22;2
42.5417;427;23;4
42.5417;423;26;2
42.5417;423;23;2
42.5417;376;25;0
42.5417;377;25;1
42.5417;378;25;0
42.5417;376;26;3
42.5417;377;26;3
42.5417;376;27;3
42.5417;377;29;3
42.5417;379;29;2
42.5417;375;25;0
42.5417;375;26;1
42.5417;374;27;0
42.5417;375;27;2
42.5417;374;28;1
42.5417;375;28;2
42.5417;374;29;0
42.5417;375;29;2
42.5417;374;30;1
42.5500;428;26;2
42.5500;425;27;2
42.5500;429;21;2
42.5500;425;22;3
42.5500;429;22;3
42.5500;429;23;2
42.5500;423;24;3
42.5500;423;25;2
42.5500;423;26;1
42.5500;423;22;0
42.5500;377;25;0
42.5500;376;26;1
42.5500;377;26;2
42.5500;376;27;2
42.5500;380;27;1
42.5500;377;27;2
42.5500;376;28;1
42.5500;380;28;2
42.5500;377;28;2
42.5500;376;29;1
42.5500;379;29;3
42.5500;376;30;2
42.5500;376;31;1
42.5500;375;26;0
42.5500;375;27;1
42.5500;375;28;1
42.5500;375;29;1
42.5500;373;30;0
42.5500;375;30;1
42.5500;374;31;0
42.5500;375;31;1
42.5583;429;24;2
42.5583;424;27;0
42.5583;428;21;4
42.5583;429;21;3
42.5583;428;22;4
42.5583;429;23;3
42.5583;377;26;0
42.5583;378;26;1
42.5583;376;27;1
42.5583;380;27;3
42.5583;377;27;1
42.5583;378;27;3
42.5583;376;28;0
42.5583;380;28;3
42.5583;377;28;0
42.5583;378;28;2
42.5583;377;29;2
42.5583;376;30;1
42.5583;377;30;2
42.5583;378;30;3
42.5583;376;31;0
42.5583;377;31;0
42.5583;375;31;0
42.5667;434;21;1
42.5667;428;24;4
42.5667;429;24;3
42.5667;428;25;3
42.5667;428;26;3
42.5667;424;21;0
42.5667;430;22;1
42.5667;423;24;2
42.5667;423;25;1
42.5667;423;23;1
42.5667;378;26;0
42.5667;379;26;0
42.5667;376;27;0
42.5667;378;27;1
42.5667;378;28;1
42.5667;376;29;0
42.5667;380;29;2
42.5667;377;29;1
42.5667;378;29;1
42.5667;377;30;0
42.5667;378;30;1
42.5667;379;30;1
42.5667;375;27;0
42.5667;373;28;0
42.5667;374;28;0
42.5667;374;30;0
42.5750;434;20;1
42.5750;435;21;2
42.5750;434;21;2
42.5750;433;21;1
42.5750;435;22;1
42.5750;434;22;1
42.5750;424;24;3
42.5750;429;25;1
42.5750;430;21;1
42.5750;430;22;2
42.5750;423;24;1
42.5750;377;27;0
42.5750;378;27;0
42.5750;379;27;1
42.5750;380;28;4
42.5750;379;28;1
42.5750;380;29;3
42.5750;378;29;0
42.5750;379;29;2
42.5750;376;30;0
42.5750;378;30;0
42.5750;379;30;0
42.5833;435;20;1
42.5833;434;20;2
42.5833;435;21;3
42.5833;435;22;2
42.5833;425;24;3
42.5833;429;25;2
42.5833;427;25;4
42.5833;424;26;3
42.5833;430;21;2
42.5833;424;22;2
42.5833;428;23;4
42.5833;429;23;4
42.5833;430;23;1
42.5833;423;25;0
42.5833;423;26;0
42.5833;423;23;0
42.5833;376;26;0
42.5833;380;27;0
42.5833;379;27;0
42.5833;380;28;2
42.5833;381;28;3
42.5833;378;28;0
42.5833;379;28;0
42.5833;377;29;0
42.5833;381;29;2
42.5833;379;29;0
42.5833;375;28;0
42.5833;375;30;0
42.5917;435;20;2
42.5917;433;20;1
42.5917;433;21;2
42.5917;436;21;2
42.5917;435;23;1
42.5917;425;24;4
42.5917;427;25;3
42.5917;425;21;2
42.5917;380;28;0
42.5917;381;28;2
42.5917;380;29;0
42.5917;381;29;3
42.5917;375;29;0
42.6000;437;21;1
42.6000;437;22;1
42.6000;436;22;1
42.6000;435;23;2
42.6000;427;25;4
42.6000;425;27;3
42.6000;430;23;2
42.6000;381;28;0
42.6000;381;29;2
42.6083;436;20;1
42.6083;434;22;2
42.6083;437;23;1
42.6083;425;24;3
42.6083;430;24;1
42.6083;424;25;3
42.6083;429;25;3
42.6083;424;26;4
42.6083;428;26;4
42.6083;426;27;3
42.6083;425;21;1
42.6083;424;22;1
42.6083;430;22;3
42.6083;423;24;0
42.6083;381;29;0
42.6167;435;24;1
42.6167;433;20;0
42.6167;434;21;3
42.6167;437;21;2
42.6167;438;22;1
42.6167;438;23;1
42.6167;436;23;1
42.6167;425;24;4
42.6167;430;24;2
42.6167;427;26;4
42.6167;428;21;3
42.6167;426;21;2
42.6167;424;23;2
42.6250;439;24;1
42.6250;438;24;1
42.6250;437;24;1
42.6250;438;25;1
42.6250;438;21;1
42.6250;439;23;1
42.6250;425;24;3
42.6250;429;24;4
42.6250;427;27;1
42.6250;425;21;0
42.6250;424;22;0
42.6250;430;22;2
42.6333;439;24;2
42.6333;438;24;2
42.6333;437;24;2
42.6333;436;24;1
42.6333;439;25;1
42.6333;437;25;1
42.6333;437;22;2
42.6333;437;23;2
42.6333;425;24;4
42.6333;429;26;1
42.6333;430;21;1
42.6333;426;22;3
42.6333;430;22;3
42.6417;435;20;3
42.6500;439;25;2
42.6500;438;25;2
42.6500;436;25;1
42.6500;439;26;1
42.6500;437;26;1
42.6500;435;20;2
42.6500;439;22;1
42.6500;439;23;2
42.6500;440;24;1
42.6500;440;25;1
42.6500;425;24;3
42.6500;424;26;3
42.6500;425;22;2
42.6500;425;23;3
42.6583;436;24;2
42.6583;435;25;1
42.6583;438;26;1
42.6583;435;23;3
42.6583;438;23;2
42.6583;440;24;2
42.6583;440;23;1
42.6583;430;24;3
42.6583;426;21;1
42.6583;427;21;2
42.6583;424;23;1
42.6667;439;24;3
42.6667;436;24;1
42.6667;436;25;2
42.6667;439;26;2
42.6667;424;24;2
42.6667;426;24;3
42.6667;430;22;2
42.6667;427;22;3
42.6750;435;24;2
42.6750;436;24;2
42.6750;437;25;2
42.6750;438;26;2
42.6750;437;26;2
42.6750;438;21;2
42.6750;440;25;2
42.6750;429;24;3
42.6750;426;27;2
42.6750;427;23;3
42.6833;437;20;1
42.6833;440;26;1
42.6833;425;27;2
42.6833;427;27;0
42.6833;426;21;0
42.6833;430;21;0
42.6833;424;23;0
42.6917;441;24;1
42.6917;441;25;1
42.6917;429;24;4
42.6917;430;24;2
42.6917;424;25;2
42.6917;426;25;2
42.6917;424;26;2
42.6917;427;26;3
42.6917;428;22;3
42.6917;425;22;1
42.6917;428;23;3
42.7000;439;25;3
42.7000;440;24;3
42.7000;429;24;3
42.7000;427;25;3
42.7000;425;26;3
42.7000;428;21;2
42.7000;427;21;1
42.7000;425;23;2
42.7000;429;23;3
42.7083;435;20;3
42.7083;436;20;2
42.7083;439;22;2
42.7083;440;22;1
42.7083;440;23;2
42.7083;424;24;1
42.7083;425;25;3
42.7083;428;26;3
42.7083;425;27;1
42.7167;436;21;3
42.7167;438;22;2
42.7167;436;22;2
42.7167;441;24;2
42.7167;441;25;2
42.7167;425;24;2
42.7167;424;25;1
42.7167;424;26;1
42.7167;426;27;1
42.7250;436;23;2
42.7250;424;24;0
42.7250;429;26;0
42.7250;429;21;2
42.7250;425;22;0
42.7250;426;22;2
42.7250;426;23;3
42.7333;439;26;3
42.7333;439;23;3
42.7333;440;26;2
42.7333;426;24;2
42.7333;427;24;2
42.7333;424;25;0
42.7333;426;26;2
42.7333;425;27;0
42.7333;427;21;0
42.7333;425;23;1
42.7417;438;25;3
42.7417;437;20;2
42.7417;439;21;1
42.7417;441;24;3
42.7417;441;25;3
42.7417;428;24;3
42.7417;424;26;0
42.7500;435;25;2
42.7500;435;20;2
42.7500;425;24;1
42.7500;428;25;2
42.7500;426;27;0
42.7500;426;22;1
42.7583;438;24;3
42.7583;435;20;3
42.7583;425;25;2
42.7583;429;25;2
42.7583;425;26;2
42.7583;425;23;0
42.7583;430;23;1
42.7667;436;26;1
42.7667;440;25;3
42.7667;441;23;1
42.7667;426;24;1
42.7667;430;22;1
42.7667;427;22;2
42.7667;430;23;2
42.7750;425;24;0
42.7750;430;24;1
42.7750;428;21;1
42.7750;426;22;0
42.7750;426;23;2
42.7750;430;23;1
42.7833;439;24;4
42.7833;435;21;4
42.7833;437;23;3
42.7833;440;22;2
42.7917;441;25;4
42.7917;441;26;1
42.7917;429;21;1
42.7917;428;23;2
42.8000;437;24;3
42.8000;438;20;1
42.8000;439;21;2
42.8000;438;21;3
42.8000;441;25;3
42.8000;441;23;2
42.8000;426;24;0
42.8000;425;25;1
42.8000;426;25;1
42.8000;425;26;1
42.8000;429;22;2
42.8000;428;23;3
42.8000;427;23;2
42.8083;436;25;3
42.8083;437;21;3
42.8083;434;23;1
42.8083;441;25;4
42.8083;428;24;2
42.8083;426;25;2
42.8083;427;22;1
42.8083;428;23;2
42.8083;426;23;1
42.8167;439;25;4
42.8167;437;25;3
42.8167;436;25;2
42.8167;438;26;3
42.8167;426;25;1
42.8167;428;21;0
42.8167;428;22;2
42.8250;436;25;3
42.8250;438;26;2
42.8250;438;23;3
42.8250;427;24;1
42.8250;425;25;0
42.8250;427;25;2
42.8250;427;26;2
42.8333;437;26;3
42.8333;435;22;3
42.8333;438;22;3
42.8333;440;24;4
42.8333;440;23;3
42.8333;425;26;0
42.8333;426;26;1
42.8333;427;22;0
42.8333;429;23;2
42.8417;438;26;3
42.8417;442;24;1
42.8417;441;24;4
42.8417;441;26;2
42.8417;426;26;2
42.8417;426;23;0
42.8500;438;20;2
42.8500;436;20;3
42.8500;439;22;3
42.8500;437;22;3
42.8500;426;26;1
42.8500;427;23;1
42.8583;442;25;1
42.8583;429;21;0
42.8750;438;25;4
42.8750;442;24;2
42.8750;441;23;3
42.8833;436;24;3
42.8833;440;26;3
42.8917;435;24;3
42.8917;442;25;2
42.8917;426;25;0
42.9000;440;22;3
42.9000;427;23;0
42.9083;439;26;4
42.9083;427;24;0
42.9083;428;26;2
42.9083;428;23;1
42.9167;439;23;4
42.9167;442;24;3
42.9167;441;25;5
42.9167;440;21;1
42.9167;441;22;1
42.9167;429;24;2
42.9167;428;26;3
42.9167;426;26;0
42.9167;428;22;1
42.9250;438;24;4
42.9250;435;26;1
42.9250;436;23;3
42.9250;442;25;3
42.9250;441;26;3
42.9250;428;24;1
42.9250;427;25;1
42.9250;428;26;2
42.9333;427;26;1
42.9417;439;20;1
