Partition Line;********************
Full Name;ACH, Test 
Gender;Male
Age;
Birthdate;
Subject Number;
Medical Record;
Test Time;3/5/2020 2:28:26 PM
Reference;
Memo;

Time (sec.);X (sensor number);Y (sensor number);Level
50.0167;267;10;1
50.0250;282;6;0
50.0250;280;7;2
50.0250;281;7;1
50.0250;281;8;0
50.0250;282;9;2
50.0250;283;9;0
50.0250;282;10;2
50.0250;275;6;2
50.0250;278;10;0
50.0250;268;8;2
50.0250;270;9;3
50.0250;268;11;1
50.0333;281;7;2
50.0333;275;6;1
50.0333;272;9;3
50.0333;273;9;2
50.0333;272;10;2
50.0333;270;5;2
50.0333;270;6;3
50.0333;270;10;2
50.0333;271;11;2
50.0417;281;6;0
50.0417;281;7;1
50.0417;280;9;2
50.0417;282;11;0
50.0417;275;6;2
50.0417;273;8;3
50.0417;279;9;2
50.0417;267;7;1
50.0417;267;9;1
50.0417;268;10;3
50.0417;267;10;2
50.0500;281;11;0
50.0500;279;6;2
50.0500;272;10;1
50.0500;268;6;1
50.0500;269;6;3
50.0500;269;7;3
50.0500;268;11;2
50.0500;269;11;3
50.0583;280;6;1
50.0583;282;8;0
50.0583;272;5;4
50.0583;272;10;2
50.0583;271;9;3
50.0583;271;10;3
50.0667;282;7;0
50.0667;280;8;0
50.0667;280;10;2
50.0667;277;6;1
50.0750;282;9;1
50.0750;281;10;2
50.0750;282;10;1
50.0750;272;7;3
50.0750;278;8;2
50.0750;279;8;1
50.0750;267;7;2
50.0750;268;8;3
50.0833;281;9;2
50.0833;273;6;4
50.0833;277;6;2
50.0833;277;9;1
50.0833;269;5;1
50.0833;271;7;3
50.0833;266;9;1
50.0833;269;10;3
50.0833;270;11;2
50.0917;280;6;0
50.0917;280;7;1
50.0917;277;6;1
50.0917;277;9;0
50.0917;269;8;3
50.0917;270;8;4
50.0917;267;9;2
50.0917;266;10;1
50.0917;267;10;3
50.0917;268;11;3
50.1000;281;7;0
50.1000;282;9;0
50.1000;282;10;0
50.1000;268;6;2
50.1000;268;7;3
50.1000;266;9;2
50.1083;281;9;1
50.1083;272;6;4
50.1083;273;7;2
50.1083;279;7;2
50.1083;269;5;2
50.1083;270;5;3
50.1083;267;8;1
50.1083;271;8;4
50.1083;268;9;3
50.1083;266;10;2
50.1083;267;11;1
50.1167;281;10;1
50.1167;272;4;1
50.1167;274;6;4
50.1167;278;6;2
50.1167;279;6;1
50.1167;277;9;1
50.1167;279;10;1
50.1167;271;4;1
50.1167;271;6;4
50.1167;269;7;4
50.1167;266;8;1
50.1167;269;9;4
50.1167;270;10;3
50.1167;271;11;3
50.1250;280;7;0
50.1250;280;9;1
50.1250;281;9;0
50.1250;280;10;1
50.1250;281;10;0
50.1250;274;7;3
50.1250;278;9;2
50.1250;271;5;4
50.1250;269;6;4
50.1250;270;7;4
50.1250;266;9;3
50.1250;270;9;4
50.1333;280;10;0
50.1333;275;6;1
50.1333;279;6;0
50.1333;274;7;2
50.1333;278;7;2
50.1333;275;7;0
50.1333;279;7;1
50.1333;279;8;0
50.1333;277;9;0
50.1333;279;9;1
50.1333;268;5;1
50.1333;266;10;3
50.1333;267;11;2
50.1417;280;9;0
50.1417;277;7;1
50.1417;278;8;1
50.1417;278;9;1
50.1417;279;10;0
50.1417;267;6;1
50.1417;266;7;1
50.1417;267;7;3
50.1500;277;6;0
50.1500;278;6;1
50.1500;279;7;0
50.1500;278;9;0
50.1500;279;9;0
50.1500;266;8;2
50.1500;271;9;4
50.1500;268;10;4
50.1583;278;6;0
50.1583;278;7;1
50.1583;277;8;0
50.1583;278;8;0
50.1583;269;5;3
50.1583;267;6;2
50.1583;266;7;2
50.1583;271;7;4
50.1583;265;9;1
50.1583;267;9;3
50.1583;268;10;3
50.1583;267;11;3
50.1667;274;6;3
50.1667;277;7;0
50.1667;278;7;0
50.1667;268;5;2
50.1667;270;6;4
50.1667;268;8;4
50.1667;268;10;4
50.1667;269;10;4
50.1667;266;10;4
50.1667;267;10;4
50.1667;271;10;4
50.1667;268;11;4
50.1667;269;11;4
50.1667;266;11;1
50.1750;275;6;0
50.1750;273;9;1
50.1750;265;8;1
50.1750;265;9;2
50.1750;265;10;1
50.1833;274;5;1
50.1833;273;6;3
50.1833;274;7;1
50.1833;273;8;2
50.1833;270;5;4
50.1833;265;8;2
50.1833;266;9;4
50.1833;265;10;2
50.1833;266;11;2
50.1917;272;4;0
50.1917;274;6;2
50.1917;274;7;0
50.1917;273;9;0
50.1917;266;7;3
50.1917;266;8;3
50.1917;265;9;3
50.1917;270;11;3
50.1917;269;12;1
50.2000;274;5;0
50.2000;274;6;1
50.2000;273;7;1
50.2000;272;10;1
50.2000;265;8;3
50.2000;267;8;2
50.2000;265;10;3
50.2000;266;11;3
50.2083;272;5;3
50.2083;274;6;0
50.2083;273;8;1
50.2083;270;4;1
50.2083;269;8;4
50.2083;269;9;5
50.2083;271;10;3
50.2083;271;11;2
50.2167;273;5;2
50.2167;272;6;3
50.2167;273;6;2
50.2167;272;9;2
50.2167;272;10;0
50.2167;271;7;3
50.2167;268;9;4
50.2167;265;10;4
50.2250;273;5;1
50.2250;273;8;0
50.2250;268;6;3
50.2250;267;6;3
50.2250;271;7;4
50.2333;273;6;1
50.2333;272;8;2
50.2333;272;9;1
50.2333;271;4;0
50.2333;270;5;3
50.2333;271;5;3
50.2333;267;6;2
50.2333;271;7;3
50.2333;265;9;4
50.2333;266;11;4
50.2333;268;12;1
50.2417;272;5;2
50.2417;273;5;0
50.2417;273;6;0
50.2417;272;7;2
50.2417;273;7;0
50.2417;272;9;0
50.2417;270;4;0
50.2417;267;6;3
50.2417;268;7;4
50.2417;265;8;4
50.2417;271;9;3
50.2417;267;11;4
50.2417;220;16;2
50.2417;219;16;1
50.2417;219;17;2
50.2500;272;5;1
50.2500;272;6;2
50.2500;272;8;1
50.2500;266;6;1
50.2500;270;6;3
50.2500;271;6;3
50.2500;265;8;3
50.2500;271;11;1
50.2500;220;15;4
50.2500;219;15;2
50.2500;220;16;4
50.2500;219;16;3
50.2500;219;17;4
50.2583;272;5;0
50.2583;272;7;0
50.2583;271;8;3
50.2583;219;13;2
50.2583;220;14;3
50.2583;218;14;3
50.2583;219;14;4
50.2583;218;15;3
50.2583;219;15;4
50.2583;218;16;3
50.2583;219;16;4
50.2583;218;17;3
50.2667;272;6;1
50.2667;272;8;0
50.2667;268;7;3
50.2667;265;8;4
50.2667;271;10;2
50.2667;267;11;3
50.2667;218;12;2
50.2667;217;13;2
50.2667;218;13;4
50.2667;219;13;3
50.2667;220;14;2
50.2667;217;14;3
50.2667;218;14;4
50.2667;220;15;3
50.2667;217;15;3
50.2667;218;15;4
50.2667;220;16;2
50.2667;217;16;2
50.2667;218;16;4
50.2667;219;17;2
50.2750;272;6;0
50.2750;271;5;2
50.2750;271;7;2
50.2750;269;8;3
50.2750;269;9;4
50.2750;271;9;2
50.2750;271;10;1
50.2750;270;11;2
50.2750;271;11;0
50.2750;217;12;2
50.2750;218;12;3
50.2750;216;13;3
50.2750;217;13;4
50.2750;216;14;4
50.2750;220;14;0
50.2750;217;14;4
50.2750;219;14;3
50.2750;216;15;3
50.2750;220;15;0
50.2750;217;15;4
50.2750;219;15;3
50.2750;216;16;3
50.2750;220;16;0
50.2750;217;16;3
50.2750;218;16;3
50.2750;219;16;3
50.2750;217;17;3
50.2750;218;17;2
50.2750;219;17;0
50.2833;268;5;3
50.2833;270;5;2
50.2833;271;5;1
50.2833;271;6;2
50.2833;265;7;1
50.2833;271;7;1
50.2833;265;8;3
50.2833;271;8;2
50.2833;271;9;0
50.2833;271;10;0
50.2833;266;11;3
50.2833;268;12;0
50.2833;216;12;3
50.2833;217;12;3
50.2833;216;13;4
50.2833;219;13;1
50.2833;219;14;2
50.2833;216;15;4
50.2833;219;15;2
50.2833;216;16;4
50.2833;219;16;1
50.2833;216;17;2
50.2833;215;13;2
50.2833;215;14;3
50.2833;215;15;3
50.2833;215;16;3
50.2917;270;5;1
50.2917;271;5;0
50.2917;268;6;2
50.2917;269;6;3
50.2917;271;6;1
50.2917;269;7;3
50.2917;270;7;3
50.2917;271;7;0
50.2917;270;8;3
50.2917;271;8;1
50.2917;268;9;3
50.2917;270;9;3
50.2917;270;10;2
50.2917;269;11;3
50.2917;270;11;1
50.2917;269;12;0
50.2917;216;12;4
50.2917;219;13;0
50.2917;219;14;1
50.2917;219;15;1
50.2917;216;17;3
50.2917;218;17;1
50.2917;215;12;3
50.2917;215;13;3
50.2917;214;13;1
50.2917;215;14;4
50.2917;214;14;2
50.2917;215;15;4
50.2917;214;15;2
50.2917;214;16;2
50.2917;215;17;2
50.3000;269;5;2
50.3000;266;6;2
50.3000;270;6;2
50.3000;271;6;0
50.3000;270;7;2
50.3000;268;8;3
50.3000;265;8;4
50.3000;271;8;0
50.3000;269;9;3
50.3000;270;9;2
50.3000;269;10;3
50.3000;270;10;1
50.3000;268;11;3
50.3000;270;11;0
50.3000;218;12;2
50.3000;218;13;3
50.3000;216;14;5
50.3000;219;14;0
50.3000;219;16;0
50.3000;218;17;0
50.3000;215;12;4
50.3000;214;12;1
50.3000;215;13;4
50.3000;214;13;3
50.3000;214;14;3
50.3000;214;15;3
50.3000;215;16;4
50.3000;214;16;3
50.3000;215;17;3
50.3000;214;17;3
50.3083;268;5;2
50.3083;269;5;1
50.3083;270;5;0
50.3083;270;6;1
50.3083;268;7;2
50.3083;265;7;2
50.3083;269;7;2
50.3083;270;7;1
50.3083;269;8;2
50.3083;270;8;1
50.3083;267;8;1
50.3083;270;9;0
50.3083;268;10;3
50.3083;269;10;2
50.3083;270;10;0
50.3083;269;11;1
50.3083;267;11;2
50.3083;218;12;1
50.3083;218;14;3
50.3083;218;15;3
50.3083;219;15;0
50.3083;218;16;2
50.3083;214;12;2
50.3083;213;13;1
50.3083;213;14;2
50.3083;214;15;4
50.3083;213;15;2
50.3083;214;16;4
50.3083;213;16;2
50.3083;213;17;1
50.3167;268;5;1
50.3167;269;5;0
50.3167;269;6;1
50.3167;266;6;3
50.3167;270;6;0
50.3167;269;7;0
50.3167;266;7;4
50.3167;268;8;2
50.3167;269;8;1
50.3167;270;8;0
50.3167;264;9;2
50.3167;268;9;2
50.3167;269;9;1
50.3167;267;9;2
50.3167;269;10;0
50.3167;267;10;3
50.3167;268;11;1
50.3167;269;11;0
50.3167;266;11;2
50.3167;267;11;1
50.3167;217;12;2
50.3167;218;12;0
50.3167;218;13;2
50.3167;218;16;1
50.3167;214;12;3
50.3167;213;13;2
50.3167;214;14;4
50.3167;213;14;3
50.3167;213;15;3
50.3167;213;16;3
50.3167;213;17;3
50.3250;268;5;0
50.3250;268;6;0
50.3250;269;6;0
50.3250;267;6;2
50.3250;268;7;1
50.3250;265;7;3
50.3250;266;7;3
50.3250;267;7;2
50.3250;264;8;1
50.3250;268;8;0
50.3250;270;8;1
50.3250;267;8;0
50.3250;268;9;0
50.3250;269;9;0
50.3250;266;9;3
50.3250;268;10;1
50.3250;266;10;3
50.3250;267;10;2
50.3250;268;11;0
50.3250;266;11;1
50.3250;267;11;0
50.3250;217;13;3
50.3250;218;13;1
50.3250;216;14;4
50.3250;218;14;2
50.3250;218;15;2
50.3250;217;17;2
50.3250;213;13;3
50.3250;212;15;1
50.3250;213;16;4
50.3250;212;16;3
50.3250;214;17;4
50.3250;212;17;3
50.3250;215;18;1
50.3250;214;18;1
50.3250;213;18;1
50.3333;266;6;1
50.3333;267;6;0
50.3333;264;7;1
50.3333;266;7;2
50.3333;267;7;0
50.3333;264;8;2
50.3333;269;8;0
50.3333;266;8;2
50.3333;270;8;0
50.3333;264;9;3
50.3333;268;9;1
50.3333;265;9;3
50.3333;266;9;2
50.3333;267;9;0
50.3333;264;10;2
50.3333;265;10;3
50.3333;266;10;1
50.3333;267;10;1
50.3333;266;11;0
50.3333;216;12;3
50.3333;217;12;1
50.3333;218;15;1
50.3333;218;16;0
50.3333;212;14;2
50.3333;212;15;2
50.3333;215;17;4
50.3417;266;6;0
50.3417;264;7;3
50.3417;268;7;0
50.3417;265;7;2
50.3417;266;7;1
50.3417;270;7;0
50.3417;264;8;3
50.3417;265;8;3
50.3417;266;8;1
50.3417;268;9;0
50.3417;266;9;0
50.3417;264;10;1
50.3417;265;10;1
50.3417;266;10;0
50.3417;218;13;0
50.3417;217;14;3
50.3417;218;14;1
50.3417;217;15;3
50.3417;217;16;2
50.3417;207;18;1
50.3417;212;14;3
50.3417;211;16;2
50.3417;211;17;3
50.3417;212;17;4
50.3417;215;18;2
50.3417;214;18;2
50.3417;213;18;2
50.3500;264;7;2
50.3500;265;7;1
50.3500;266;7;0
50.3500;265;8;1
50.3500;266;8;0
50.3500;264;9;2
50.3500;265;9;0
50.3500;264;10;0
50.3500;265;10;0
50.3500;267;10;0
50.3500;263;7;1
50.3500;263;8;3
50.3500;263;9;2
50.3500;207;17;2
50.3500;206;17;1
50.3500;207;18;2
50.3500;206;18;2
50.3500;215;12;3
50.3500;212;13;1
50.3500;213;14;4
50.3500;211;15;2
50.3500;212;18;1
50.3583;264;7;0
50.3583;265;7;0
50.3583;264;8;1
50.3583;264;9;0
50.3583;263;7;3
50.3583;218;15;0
50.3583;217;17;1
50.3583;206;17;2
50.3583;205;17;1
50.3583;207;18;3
50.3583;205;18;1
50.3583;213;12;1
50.3583;212;13;2
50.3583;212;16;4
50.3583;215;17;3
50.3583;208;18;1
50.3667;264;8;0
50.3667;265;8;0
50.3667;268;10;0
50.3667;263;7;1
50.3667;263;8;2
50.3667;263;9;1
50.3667;205;17;2
50.3667;204;17;1
50.3667;205;18;2
50.3667;211;16;3
50.3667;215;17;4
50.3667;208;18;2
50.3750;263;7;0
50.3750;263;8;0
50.3750;262;8;1
50.3750;263;9;0
50.3750;218;14;0
50.3750;205;16;1
50.3750;215;12;4
50.3750;215;17;3
50.3750;210;17;1
50.3750;215;18;1
50.3833;262;8;2
50.3833;217;12;0
50.3833;217;17;0
50.3833;206;16;1
50.3833;204;16;1
50.3833;204;17;2
50.3833;204;18;1
50.3833;207;19;1
50.3833;211;14;1
50.3833;211;15;3
50.3917;262;8;0
50.3917;203;16;1
50.3917;203;17;1
50.3917;204;18;2
50.3917;205;19;1
50.4000;204;15;1
50.4000;203;17;2
50.4000;206;19;1
50.4000;211;14;2
50.4000;214;18;1
50.4083;216;17;2
50.4083;202;15;1
50.4083;205;15;1
50.4083;203;16;2
50.4083;205;16;2
50.4083;215;16;3
50.4083;210;16;1
50.4167;217;16;1
50.4167;202;16;1
50.4167;213;12;2
50.4167;215;16;4
50.4167;214;17;3
50.4167;215;18;0
50.4250;217;13;2
50.4250;202;14;1
50.4250;203;15;1
50.4250;203;18;1
50.4250;213;13;4
50.4250;215;16;3
50.4250;213;18;1
50.4333;217;15;2
50.4333;203;14;1
50.4417;216;16;3
50.4417;217;16;0
50.4417;202;14;2
50.4417;205;14;1
50.4417;204;14;1
50.4417;202;15;2
50.4417;213;13;3
50.4417;212;18;0
50.4500;217;14;2
50.4500;216;15;3
50.4500;216;17;1
50.4500;204;15;2
50.4500;213;12;1
50.4500;215;13;3
50.4500;215;17;2
50.4500;214;18;0
50.4583;216;13;3
50.4583;216;14;3
50.4583;204;13;1
50.4583;201;15;1
50.4583;202;16;2
50.4583;215;12;3
50.4583;215;15;3
50.4667;217;13;1
50.4667;217;15;1
50.4667;203;18;2
50.4667;205;19;2
50.4667;214;14;3
50.4667;213;14;3
50.4667;212;16;3
50.4750;216;12;2
50.4750;216;17;0
50.4750;203;13;1
50.4750;202;13;1
50.4750;201;14;1
50.4750;206;15;1
50.4750;203;17;3
50.4750;214;12;2
50.4750;213;16;3
50.4833;217;14;1
50.4833;217;15;0
50.4833;216;16;2
50.4833;202;17;1
50.4833;204;18;3
50.4833;213;12;0
50.4917;217;13;0
50.4917;204;16;2
50.4917;211;16;2
50.4917;214;16;3
50.4917;215;17;1
50.4917;212;17;3
50.5000;216;12;1
50.5000;217;14;0
50.5000;204;19;1
50.5000;215;12;2
50.5000;215;14;3
50.5000;211;15;2
50.5000;214;15;3
50.5000;213;18;0
50.5083;216;13;2
50.5083;216;14;2
50.5083;216;15;2
50.5083;216;16;1
50.5083;203;15;2
50.5083;201;15;2
50.5083;202;18;1
50.5083;214;12;1
50.5083;211;14;1
50.5083;215;16;2
50.5167;204;14;2
50.5167;204;17;3
50.5167;203;18;3
50.5167;205;19;3
50.5167;212;13;1
50.5167;212;14;2
50.5167;214;17;2
50.5250;216;12;0
50.5250;216;16;0
50.5250;203;14;2
50.5250;206;16;2
50.5250;205;17;3
50.5250;205;18;3
50.5250;213;13;2
50.5250;213;15;2
50.5333;216;15;1
50.5333;201;14;2
50.5333;205;15;2
50.5333;201;16;1
50.5333;202;17;2
50.5333;201;17;1
50.5333;215;12;1
50.5333;215;17;0
50.5417;206;18;3
50.5417;215;13;2
50.5417;212;15;1
50.5417;213;17;2
50.5500;216;14;1
50.5500;202;16;3
50.5500;202;18;2
50.5500;215;15;2
50.5583;216;13;1
50.5583;216;15;0
50.5583;202;13;2
50.5583;203;19;1
50.5583;213;16;2
50.5583;214;17;1
50.5667;214;12;0
50.5667;214;13;2
50.5667;215;14;2
50.5667;214;14;2
50.5750;205;16;3
50.5750;207;17;3
50.5750;206;17;3
50.5750;201;17;2
50.5750;213;14;2
50.5750;214;15;2
50.5750;211;17;2
50.5833;216;13;0
50.5833;216;14;0
50.5833;203;16;3
50.5833;207;17;2
50.5833;207;19;2
50.5833;215;12;0
50.5833;215;16;1
50.5833;214;16;2
50.5833;211;17;3
50.5917;201;13;1
50.5917;207;17;3
50.5917;204;19;2
50.6000;204;13;2
50.6000;200;15;1
50.6000;215;13;1
50.6000;215;15;1
50.6000;211;17;2
50.6083;200;14;1
50.6083;203;15;3
50.6083;201;15;3
50.6083;204;16;3
50.6083;214;17;0
50.6167;204;15;3
50.6167;203;19;2
50.6167;215;16;0
50.6167;212;16;2
50.6167;208;17;1
50.6250;202;15;3
50.6250;213;13;1
50.6250;212;16;3
50.6333;206;15;2
50.6333;207;18;4
50.6333;204;18;4
50.6333;206;19;2
50.6333;215;14;1
50.6333;215;15;0
50.6333;212;16;2
50.6333;213;17;1
50.6417;200;14;2
50.6417;200;15;2
50.6417;214;16;1
50.6417;212;17;2
50.6417;208;18;3
50.6500;202;14;3
50.6500;210;17;0
50.6583;201;13;2
50.6583;201;14;3
50.6583;202;17;3
50.6583;202;18;3
50.6583;214;13;1
50.6583;214;14;1
50.6583;214;15;1
50.6583;213;15;1
50.6583;213;16;1
50.6667;202;13;3
50.6667;204;14;3
50.6667;202;16;4
50.6667;200;16;1
50.6667;205;17;4
50.6667;201;18;1
50.6667;204;19;3
50.6667;215;13;0
50.6667;215;14;0
50.6667;214;16;0
50.6667;208;18;2
50.6750;203;17;4
50.6750;201;17;3
50.6750;202;19;1
50.6750;212;13;0
50.6750;212;14;1
50.6750;211;16;1
50.6750;213;17;0
50.6750;208;18;3
50.6833;203;13;2
50.6833;200;13;1
50.6833;205;14;2
50.6833;201;16;2
50.6833;204;16;4
50.6833;204;17;4
50.6833;203;18;4
50.6833;214;13;0
50.6833;211;14;0
50.6833;211;16;2
50.6917;200;17;1
50.6917;205;18;4
50.6917;205;19;4
50.6917;213;13;0
50.6917;214;14;0
50.6917;213;14;1
50.6917;214;15;0
50.6917;213;15;0
50.6917;211;16;1
50.7000;203;14;3
50.7000;203;15;4
50.7000;203;16;4
50.7000;201;18;2
50.7000;203;19;3
50.7000;211;15;1
50.7000;213;16;0
50.7000;212;17;1
50.7083;199;14;1
50.7083;199;15;1
50.7083;200;13;2
50.7083;205;15;3
50.7083;204;15;4
50.7083;200;15;3
50.7083;205;16;4
50.7083;203;19;2
50.7083;213;14;0
50.7083;212;14;0
50.7083;212;16;1
50.7083;211;17;1
50.7167;199;15;2
50.7167;200;14;3
50.7167;205;15;2
50.7167;206;16;3
50.7167;205;16;3
50.7167;206;17;4
50.7167;200;17;2
50.7167;206;18;4
50.7167;203;19;3
50.7167;211;15;0
50.7167;212;15;0
50.7167;210;16;0
50.7167;212;17;0
50.7250;199;14;2
50.7250;205;16;4
50.7250;211;16;0
50.7250;212;16;0
50.7250;211;17;0
50.7333;201;13;3
50.7333;205;15;3
50.7333;206;16;2
50.7333;202;19;2
50.7333;208;18;2
50.7417;199;14;3
50.7417;199;15;3
50.7417;200;13;3
50.7417;201;14;4
50.7417;201;15;4
50.7417;206;16;3
50.7417;206;17;3
50.7417;208;17;0
50.7500;199;16;1
50.7500;205;15;2
50.7500;206;17;4
50.7500;207;18;3
50.7500;206;18;3
50.7500;207;19;1
50.7500;208;18;1
50.7583;206;15;1
50.7583;206;16;2
50.7583;200;16;2
50.7583;207;17;2
50.7583;208;18;0
50.7667;199;13;1
50.7667;199;14;4
50.7667;199;16;2
50.7667;202;15;4
50.7667;206;17;3
50.7667;207;19;0
50.7750;199;13;2
50.7750;206;15;0
50.7750;200;17;3
50.7750;207;18;2
50.7750;206;19;1
50.7750;205;19;3
50.7833;198;14;1
50.7833;205;14;1
50.7833;206;16;1
50.7833;205;16;3
50.7833;207;17;1
50.7833;207;18;1
50.7917;198;15;1
50.7917;202;13;4
50.7917;200;14;4
50.7917;207;17;0
50.7917;206;17;2
50.7917;207;18;0
50.7917;202;18;4
50.7917;205;18;3
50.7917;201;18;3
50.7917;200;18;1
50.8000;199;15;4
50.8000;206;16;0
50.8000;206;18;2
50.8000;155;8;3
50.8000;155;9;1
50.8083;199;13;3
50.8083;198;14;2
50.8083;199;15;3
50.8083;198;15;2
50.8083;199;17;1
50.8083;204;13;1
50.8083;203;14;4
50.8083;205;14;0
50.8083;205;15;1
50.8083;206;17;1
50.8083;205;17;3
50.8083;206;19;0
50.8083;155;8;4
50.8083;155;9;3
50.8083;154;9;2
50.8083;156;9;1
50.8083;155;10;4
50.8083;154;10;2
50.8083;155;11;2
50.8083;154;11;2
50.8167;203;14;3
50.8167;202;14;4
50.8167;206;17;0
50.8167;206;18;1
50.8167;202;18;3
50.8167;205;19;2
50.8167;204;19;2
50.8167;154;7;2
50.8167;154;8;3
50.8167;155;9;4
50.8167;154;9;4
50.8167;153;9;1
50.8167;156;9;0
50.8167;154;10;3
50.8167;153;10;3
50.8167;155;11;4
50.8167;154;11;4
50.8167;153;11;3
50.8167;155;12;1
50.8167;154;12;3
50.8167;153;12;2
50.8250;199;15;4
50.8250;204;13;0
50.8250;203;14;4
50.8250;202;14;3
50.8250;200;14;3
50.8250;205;15;0
50.8250;204;15;3
50.8250;205;16;2
50.8250;206;18;0
50.8250;202;18;4
50.8250;205;18;2
50.8250;154;7;1
50.8250;153;7;1
50.8250;155;8;1
50.8250;153;8;2
50.8250;155;9;2
50.8250;153;9;3
50.8250;152;9;2
50.8250;155;10;3
50.8250;154;10;4
50.8250;152;10;3
50.8250;155;11;3
50.8250;152;11;3
50.8250;155;12;0
50.8250;154;12;4
50.8250;153;12;3
50.8250;152;12;3
50.8250;153;13;2
50.8333;199;13;2
50.8333;203;14;3
50.8333;204;14;2
50.8333;200;14;4
50.8333;205;16;1
50.8333;205;17;2
50.8333;204;17;3
50.8333;202;18;3
50.8333;201;18;2
50.8333;205;19;1
50.8333;151;9;2
50.8333;151;10;3
50.8333;151;11;3
50.8333;151;12;3
50.8333;154;7;0
50.8333;153;7;2
50.8333;155;8;0
50.8333;154;8;2
50.8333;153;8;3
50.8333;152;8;2
50.8333;155;9;0
50.8333;152;9;3
50.8333;155;10;1
50.8333;153;10;4
50.8333;155;11;1
50.8333;153;11;4
50.8333;152;11;4
50.8333;153;12;4
50.8333;152;12;4
50.8333;153;13;3
50.8333;152;13;3
50.8417;198;14;1
50.8417;199;15;3
50.8417;198;15;1
50.8417;200;14;3
50.8417;205;16;0
50.8417;204;16;3
50.8417;205;17;1
50.8417;205;18;1
50.8417;204;18;3
50.8417;205;19;0
50.8417;151;8;3
50.8417;151;9;3
50.8417;151;10;4
50.8417;150;10;1
50.8417;150;11;3
50.8417;151;12;4
50.8417;150;12;3
50.8417;151;13;3
50.8417;152;7;2
50.8417;154;8;1
50.8417;152;8;3
50.8417;154;9;3
50.8417;155;10;0
50.8417;152;10;4
50.8417;155;11;0
50.8417;154;12;3
50.8417;152;13;4
50.8500;198;15;2
50.8500;203;13;1
50.8500;202;13;3
50.8500;204;14;0
50.8500;204;15;2
50.8500;203;16;3
50.8500;204;16;2
50.8500;205;17;0
50.8500;203;18;3
50.8500;205;18;0
50.8500;201;18;3
50.8500;203;19;2
50.8500;204;19;0
50.8500;151;7;2
50.8500;150;8;2
50.8500;150;9;2
50.8500;150;10;2
50.8500;149;10;1
50.8500;151;11;4
50.8500;150;11;4
50.8500;149;11;1
50.8500;150;12;4
50.8500;149;12;1
50.8500;151;13;4
50.8500;153;7;1
50.8500;152;7;3
50.8500;154;8;0
50.8500;152;9;4
50.8500;154;10;3
50.8583;198;14;2
50.8583;203;13;0
50.8583;202;13;2
50.8583;203;14;2
50.8583;203;15;3
50.8583;202;15;3
50.8583;204;15;1
50.8583;204;16;1
50.8583;203;17;3
50.8583;204;17;1
50.8583;201;18;2
50.8583;204;18;1
50.8583;200;18;2
50.8583;151;7;3
50.8583;150;8;3
50.8583;149;8;1
50.8583;149;9;2
50.8583;151;10;5
50.8583;150;10;3
50.8583;149;10;3
50.8583;149;11;3
50.8583;149;12;3
50.8583;150;13;1
50.8583;154;9;2
50.8583;154;11;3
50.8583;154;12;2
50.8667;199;15;4
50.8667;198;15;3
50.8667;199;17;2
50.8667;202;13;0
50.8667;201;13;2
50.8667;200;13;2
50.8667;203;14;1
50.8667;201;14;3
50.8667;203;15;1
50.8667;201;15;3
50.8667;204;15;0
50.8667;203;16;2
50.8667;202;16;3
50.8667;204;16;0
50.8667;203;17;2
50.8667;202;17;2
50.8667;204;17;0
50.8667;203;18;2
50.8667;201;18;3
50.8667;204;18;0
50.8667;203;19;0
50.8667;150;7;2
50.8667;150;8;4
50.8667;149;8;3
50.8667;150;9;3
50.8667;149;9;3
50.8667;148;10;2
50.8667;148;11;2
50.8667;148;12;1
50.8667;153;7;0
50.8667;154;9;1
50.8750;198;14;3
50.8750;198;15;4
50.8750;199;16;3
50.8750;198;16;2
50.8750;199;17;3
50.8750;201;13;0
50.8750;200;13;1
50.8750;203;14;0
50.8750;202;14;1
50.8750;201;14;2
50.8750;203;15;0
50.8750;202;15;2
50.8750;203;16;1
50.8750;202;16;2
50.8750;201;16;1
50.8750;203;17;1
50.8750;202;17;1
50.8750;201;17;2
50.8750;203;18;0
50.8750;202;18;2
50.8750;201;18;2
50.8750;200;18;3
50.8750;202;19;0
50.8750;201;19;1
50.8750;151;7;4
50.8750;150;7;3
50.8750;149;7;1
50.8750;148;8;2
50.8750;151;9;4
50.8750;148;9;2
50.8750;151;10;4
50.8750;149;10;4
50.8750;148;10;3
50.8750;149;11;4
50.8750;148;11;3
50.8750;148;12;2
50.8750;153;8;2
50.8750;154;10;2
50.8750;154;11;2
50.8750;154;12;1
50.8750;153;12;3
50.8750;153;13;2
50.8750;152;13;3
50.8833;199;13;0
50.8833;198;14;4
50.8833;198;16;3
50.8833;198;17;1
50.8833;199;18;1
50.8833;200;13;0
50.8833;201;14;0
50.8833;200;14;2
50.8833;202;15;1
50.8833;201;15;1
50.8833;202;16;1
50.8833;201;16;0
50.8833;200;16;1
50.8833;202;17;0
50.8833;201;17;1
50.8833;202;18;1
50.8833;201;18;1
50.8833;201;19;0
50.8833;150;7;4
50.8833;149;7;2
50.8833;147;8;1
50.8833;149;8;4
50.8833;148;8;3
50.8833;147;9;3
50.8833;150;9;4
50.8833;149;9;4
50.8833;148;9;3
50.8833;151;10;5
50.8833;147;10;3
50.8833;148;10;4
50.8833;147;11;2
50.8833;149;12;4
50.8833;148;12;3
50.8833;153;8;1
