1572339786.3000,-0.518555,-0.023926,-0.077148,-66.223145,-27.221678,104.736320,26699,263
1572339786.3100,-0.641113,-0.048828,-0.102051,-66.223145,-27.221678,104.736320,26699,263
1572339786.3200,-0.690918,-0.088379,-0.094727,-64.636230,-27.038572,104.187004,26699,263
1572339786.3300,-0.584961,-0.097656,-0.115234,-66.833496,-28.137205,100.341789,26699,263
1572339786.3400,-0.431152,-0.086914,-0.128906,-65.368652,-31.921385,101.257317,26699,263
1572339786.3500,-0.225586,-0.065918,-0.182129,-67.993164,-33.081055,97.167961,26699,263
1572339786.3600,-0.247559,-0.065918,-0.183105,-64.331055,-37.475586,105.041496,26699,263
1572339786.3700,-0.243164,-0.072266,-0.142090,-62.438961,-42.297359,106.994621,26699,263
1572339786.3800,-0.113281,-0.037109,-0.158691,-65.490723,-40.771481,102.661125,26699,263
1572339786.3900,0.049316,-0.028320,-0.175781,-65.673828,-40.527340,100.402824,26699,263
1572339786.4000,0.360840,-0.032715,-0.238770,-68.603516,-37.048340,92.956535,26699,263
1572339786.4100,0.607910,-0.014648,-0.334961,-70.190430,-33.447266,93.444817,26699,263
1572339786.4200,0.756348,-0.041992,-0.424316,-69.152832,-34.667969,94.543449,26699,263
1572339786.4300,0.929688,-0.118652,-0.538574,-70.617676,-35.949707,91.613762,26699,263
1572339786.4400,1.171875,-0.170410,-0.663086,-70.678711,-35.217285,87.646477,26699,263
1572339786.4500,1.592285,-0.235352,-0.753418,-68.542480,-30.334471,83.862297,26699,263
1572339786.4600,2.069824,-0.379395,-0.841797,-68.176270,-23.010252,81.909172,26699,263
1572339786.4700,2.402344,-0.533203,-0.885254,-61.828609,-17.456055,92.712395,26699,263
1572339786.4800,2.884766,-0.661621,-0.972168,-59.631344,-14.892577,92.956535,26699,263
1572339786.4900,3.418457,-0.838867,-1.140137,-61.096188,-5.798339,88.806145,26699,263
1572339786.5000,3.715332,-1.030273,-1.203125,-50.415035,5.737304,100.585930,26699,263
1572339786.5100,3.916504,-1.246094,-1.154785,-45.654293,11.657714,108.093254,26699,263
1572339786.5200,3.811523,-1.410156,-0.955566,-38.757324,15.502929,128.295898,26699,263
1572339786.5300,3.105957,-1.245117,-0.729004,-28.869627,27.770994,153.320312,26699,263
1572339786.5400,2.425781,-0.935059,-0.644531,-32.104492,37.048340,146.240234,26699,263
1572339786.5500,2.238281,-0.792969,-0.682129,-38.818359,33.203125,128.967285,26699,263
1572339786.5600,2.231934,-0.725098,-0.739746,-38.940430,30.639647,122.497551,26699,263
1572339786.5700,2.087402,-0.618164,-0.667480,-34.362793,34.851074,130.493164,26699,263
1572339786.5800,1.657715,-0.418945,-0.412598,-25.573729,44.311520,138.732910,26699,263
1572339786.5900,1.330078,-0.133301,-0.223145,-22.399900,48.828121,141.845703,26699,263
1572339786.6000,1.275879,-0.044434,-0.108887,-25.024412,48.583981,133.850098,26699,263
1572339786.6100,1.275391,-0.047363,-0.083008,-28.564451,48.645016,122.558586,26699,263
1572339786.6200,1.299316,-0.056152,-0.074219,-27.404783,56.152340,121.887199,26699,263
1572339786.6300,1.404785,-0.074707,-0.094727,-30.944822,61.828609,111.328117,26699,263
1572339786.6400,1.351562,-0.093750,-0.056641,-31.555174,69.213867,106.445305,26699,263
1572339786.6500,1.249023,-0.092773,-0.025879,-31.860350,69.946289,103.088371,26699,263
1572339786.6600,0.901367,0.064453,-0.041504,-34.301758,71.960449,110.778801,26699,263
1572339786.6700,0.486328,0.187988,-0.048828,-35.522461,69.641113,115.600578,26699,263
1572339786.6800,0.363281,0.017578,0.037109,-28.137205,74.768066,96.313469,26699,263
1572339786.6900,0.059570,0.142090,0.140137,-28.015135,79.528809,107.910149,26699,263
1572339786.7000,-0.156250,0.237793,0.215820,-29.113768,71.960449,108.947746,26692,260
1572339786.7103,-0.207520,0.304199,0.237793,-32.165527,69.335938,99.121086,26692,260
1572339786.7205,-0.263184,0.402344,0.275879,-34.423828,73.059082,95.825188,26692,260
1572339786.7308,-0.210449,0.413086,0.290039,-38.330078,68.420410,86.425774,26692,260
1572339786.7410,-0.191406,0.341797,0.272461,-39.916992,66.406250,83.923332,26692,260
1572339786.7513,-0.266602,0.290039,0.257324,-37.963867,68.969727,89.782707,26692,260
1572339786.7615,-0.345703,0.274414,0.247559,-35.888672,70.556641,96.008293,26692,260
1572339786.7717,-0.272949,0.252930,0.215332,-34.973145,71.228027,96.374504,26692,260
1572339786.7820,-0.067871,0.224121,0.149414,-36.071777,70.129395,90.881340,26692,260
1572339786.7923,-0.032227,0.238281,0.129883,-33.813477,73.120117,97.839348,26692,260
1572339786.8025,-0.094238,0.231445,0.132324,-31.616209,74.645996,102.844231,26692,260
1572339786.8128,-0.044922,0.273438,0.093262,-32.897949,74.768066,100.524895,26692,260
1572339786.8230,-0.065918,0.355957,0.132812,-30.517576,76.477051,104.125969,26692,260
1572339786.8333,-0.052734,0.444336,0.190918,-30.090330,75.927734,103.820793,26692,260
1572339786.8435,0.035645,0.499023,0.165039,-35.888672,74.157715,96.069328,26692,260
1572339786.8537,0.046387,0.495605,0.178711,-37.048340,72.875977,94.726555,26692,260
1572339786.8640,0.145020,0.480469,0.205566,-38.452148,71.716309,89.172356,26692,260
1572339786.8743,0.324219,0.412109,0.153320,-43.212887,71.228027,82.275383,26692,260
1572339786.8845,0.433105,0.310059,0.090820,-44.311520,72.509766,80.932610,26692,260
1572339786.8948,0.429199,0.236328,0.078125,-43.457027,76.232910,81.054680,26692,260
1572339786.9050,0.421387,0.212402,0.102539,-41.748043,79.711914,82.763664,26692,260
1572339786.9153,0.487793,0.193359,0.085449,-42.114254,79.101562,78.369141,26692,260
1572339786.9255,0.441406,0.231934,0.069336,-41.015621,82.031242,83.251945,26692,260
1572339786.9358,0.362305,0.340820,0.076660,-40.100098,83.312981,86.608879,26692,260
1572339786.9460,0.290039,0.397461,0.076660,-41.320797,82.031242,84.350578,26692,260
1572339786.9563,0.191895,0.368164,0.096191,-42.480465,82.641594,81.665031,26692,260
1572339786.9665,0.060059,0.365234,0.133301,-43.212887,83.801262,81.359856,26692,260
1572339786.9768,-0.102051,0.379395,0.153320,-42.236324,84.838860,84.594719,26692,260
1572339786.9870,-0.169922,0.333008,0.157227,-43.457027,82.641594,81.970207,26692,260
1572339786.9973,-0.229004,0.280273,0.177734,-43.823238,81.115715,83.923332,26692,260
1572339787.0075,-0.177734,0.266113,0.156250,-45.654293,78.918457,83.496086,26692,260
1572339787.0178,-0.120117,0.248047,0.104004,-47.790524,76.721191,80.078125,26692,260
1572339787.0280,-0.179688,0.185547,0.101074,-47.424313,78.186035,83.679192,26692,260
1572339787.0383,-0.039551,0.182129,0.135254,-45.898434,76.477051,79.956055,26692,260
