1581498217.4800,-0.093750,-0.203125,0.953125
1581498217.4850,-0.062500,-0.046875,0.921875
1581498217.4900,-0.078125,-0.046875,0.984375
1581498217.4950,-0.078125,-0.046875,0.984375
1581498217.5000,-0.062500,-0.046875,0.984375
1581498217.5050,-0.078125,-0.046875,1.000000
1581498217.5100,-0.078125,-0.046875,0.984375
1581498217.5150,-0.078125,-0.046875,0.984375
1581498217.5200,-0.078125,-0.046875,0.984375
1581498217.5250,-0.078125,-0.046875,0.984375
1581498217.5300,-0.078125,-0.046875,0.984375
1581498217.5350,-0.078125,-0.046875,0.984375
1581498217.5400,-0.078125,-0.046875,0.984375
1581498217.5450,-0.078125,-0.046875,0.984375
1581498217.5500,-0.078125,-0.046875,0.984375
1581498217.5550,-0.062500,-0.046875,0.984375
1581498217.5600,-0.062500,-0.046875,0.984375
1581498217.5650,-0.078125,-0.046875,0.984375
1581498217.5700,-0.078125,-0.046875,0.984375
1581498217.5750,-0.062500,-0.046875,0.984375
1581498217.5800,-0.078125,-0.046875,1.000000
1581498217.5850,-0.062500,-0.062500,0.984375
1581498217.5900,-0.078125,-0.046875,0.984375
1581498217.5950,-0.078125,-0.046875,0.984375
1581498217.6000,-0.062500,-0.046875,0.984375
1581498217.6050,-0.078125,-0.046875,0.984375
1581498217.6100,-0.062500,-0.046875,0.984375
1581498217.6150,-0.078125,-0.046875,0.984375
1581498217.6200,-0.062500,-0.062500,0.984375
1581498217.6250,-0.062500,-0.046875,0.984375
1581498217.6300,-0.062500,-0.046875,1.000000
1581498217.6350,-0.078125,-0.046875,0.984375
1581498217.6400,-0.078125,-0.046875,1.000000
1581498217.6450,-0.062500,-0.046875,0.984375
1581498217.6500,-0.078125,-0.046875,0.984375
1581498217.6550,-0.062500,-0.046875,0.984375
1581498217.6600,-0.078125,-0.046875,0.984375
1581498217.6650,-0.062500,-0.046875,0.984375
1581498217.6700,-0.078125,-0.046875,0.984375
1581498217.6750,-0.062500,-0.046875,0.984375
1581498217.6800,-0.078125,-0.046875,0.984375
1581498217.6850,-0.062500,-0.046875,0.984375
1581498217.6900,-0.078125,-0.046875,0.984375
1581498217.6950,-0.078125,-0.046875,0.984375
1581498217.7000,-0.078125,-0.046875,0.984375
1581498217.7050,-0.078125,-0.046875,0.984375
1581498217.7100,-0.078125,-0.046875,0.984375
1581498217.7150,-0.078125,-0.046875,0.984375
1581498217.7200,-0.078125,-0.046875,1.000000
1581498217.7250,-0.078125,-0.046875,0.984375
1581498217.7300,-0.078125,-0.046875,0.984375
1581498217.7350,-0.062500,-0.046875,1.000000
1581498217.7400,-0.078125,-0.031250,0.984375
1581498217.7450,-0.078125,-0.046875,0.984375
1581498217.7500,-0.062500,-0.046875,0.984375
1581498217.7550,-0.078125,-0.046875,1.000000
1581498217.7600,-0.062500,-0.046875,0.984375
1581498217.7650,-0.062500,-0.046875,0.984375
1581498217.7700,-0.078125,-0.046875,0.984375
1581498217.7750,-0.078125,-0.046875,0.984375
1581498217.7800,-0.078125,-0.046875,0.984375
1581498217.7850,-0.062500,-0.046875,1.000000
1581498217.7900,-0.062500,-0.046875,0.984375
1581498217.7950,-0.078125,-0.046875,0.984375
1581498217.8000,-0.078125,-0.046875,0.984375
1581498217.8050,-0.062500,-0.046875,0.984375
1581498217.8100,-0.078125,-0.046875,0.984375
1581498217.8150,-0.078125,-0.046875,0.984375
1581498217.8200,-0.062500,-0.046875,0.984375
1581498217.8250,-0.062500,-0.046875,1.000000
1581498217.8300,-0.062500,-0.046875,0.984375
1581498217.8350,-0.078125,-0.046875,0.984375
1581498217.8400,-0.078125,-0.046875,0.984375
1581498217.8450,-0.078125,-0.046875,0.984375
1581498217.8500,-0.062500,-0.046875,0.984375
1581498217.8550,-0.078125,-0.046875,1.000000
1581498217.8600,-0.078125,-0.046875,1.000000
1581498217.8650,-0.062500,-0.046875,0.984375
1581498217.8700,-0.078125,-0.046875,0.984375
1581498217.8750,-0.078125,-0.046875,0.984375
1581498217.8800,-0.078125,-0.046875,0.984375
1581498217.8850,-0.078125,-0.046875,0.984375
1581498217.8900,-0.078125,-0.046875,0.984375
1581498217.8950,-0.078125,-0.046875,0.984375
1581498217.9000,-0.062500,-0.046875,0.984375
1581498217.9050,-0.062500,-0.046875,0.984375
1581498217.9100,-0.062500,-0.046875,0.984375
1581498217.9150,-0.062500,-0.046875,0.984375
1581498217.9200,-0.078125,-0.046875,1.000000
1581498217.9250,-0.078125,-0.046875,0.984375
1581498217.9300,-0.062500,-0.046875,0.984375
1581498217.9350,-0.062500,-0.046875,0.984375
1581498217.9400,-0.062500,-0.046875,0.984375
1581498217.9450,-0.078125,-0.046875,0.984375
1581498217.9500,-0.078125,-0.046875,0.984375
1581498217.9550,-0.062500,-0.046875,0.984375
1581498217.9600,-0.078125,-0.031250,1.000000
1581498217.9650,-0.078125,-0.046875,0.984375
1581498217.9700,-0.078125,-0.062500,1.000000
1581498217.9750,-0.062500,-0.046875,0.984375
1581498217.9800,-0.078125,-0.046875,0.984375
1581498217.9850,-0.062500,-0.046875,1.000000
1581498217.9900,-0.078125,-0.046875,0.984375
1581498217.9950,-0.078125,-0.046875,0.984375
1581498218.0000,-0.078125,-0.046875,0.984375
1581498218.0050,-0.062500,-0.046875,0.984375
1581498218.0100,-0.078125,-0.046875,0.984375
1581498218.0150,-0.078125,-0.046875,0.984375
